idx,band,song,duration_sec,speech_median,speech_p10,speech_p90,speech_std,n_frames,error,vad_speech_ratio,vad_n_frames,vad_error
297,mygo,ノンブレス・オブリージュ (Cover),207.25333333333333,0.0805229693651199,0.0157971493899822,0.1955001503229141,0.0713886469602584,413,,0.1802624444595896,20,
298,mygo,swim (Cover),209.54666666666665,0.0634687840938568,0.006237362511456,0.295408695936203,0.1164044365286827,418,,0.2018643220022268,37,
299,mygo,猛独が襲う (Cover),254.32,0.0688075199723243,0.0100876316428184,0.239587053656578,0.0974063947796821,507,,0.1833910034602076,16,
300,mygo,春日影,123.00775510204082,0.078527845442295,0.0082043334841728,0.2905949056148529,0.1179398596286773,245,,0.2695765104231237,14,
301,pastel_palettes,TITLE IDOL,268.3666666666667,0.0642465353012085,0.013734983280301,0.2453274577856063,0.0926040709018707,535,,0.2110545110037175,30,
302,pastel_palettes,ワクワクmeetsトリップ,247.3,0.0767170414328575,0.0112705053761601,0.2273360192775726,0.0894996002316474,493,,0.1572179539021431,17,
303,pastel_palettes,ゆら・ゆらRing-Dong-Dance,265.1356462585034,0.0532948262989521,0.0089344894513487,0.2032092064619064,0.0846808478236198,529,,0.1951454090713009,28,
304,pastel_palettes,もういちど ルミナス,260.0356009070295,0.0367917008697986,0.0066840616054832,0.1667819768190384,0.0784631446003913,519,,0.0487625493622268,24,
305,pastel_palettes,あっつあつ 常夏 らぶ☆サマー！,246.86666666666667,0.0697570443153381,0.0123737752437591,0.2119110822677612,0.0859147682785987,492,,0.0190386157306055,20,
306,pastel_palettes,天下トーイツ A to Z☆,218.56897959183672,0.0995355024933815,0.0150612946599721,0.2622680068016052,0.0976213067770004,436,,0.1195961000873866,44,
307,pastel_palettes,しゅわりん☆どり〜みん,236.37433106575963,0.0640458166599273,0.0096273757517337,0.2285700291395187,0.0888915956020355,471,,0.0532206589652537,22,
308,pastel_palettes,Power of LOVE!!!,231.7,0.0596011877059936,0.0090934177860617,0.1870914250612259,0.0747788250446319,462,,0.0094087181700473,24,
309,pastel_palettes,きゅ～まい＊flower,220.6,0.0629361793398857,0.0085233701393008,0.2340804189443588,0.0914641246199607,440,,0.0365367180417044,14,
310,pastel_palettes,Winking☆Cheer,310.06666666666666,0.0789089798927307,0.0117038059979677,0.2763443887233734,0.1106530502438545,619,,0.2921952072003865,31,
311,pastel_palettes,ゆめゆめグラデーション,284.7333333333333,0.064637079834938,0.0089577250182628,0.2327563762664795,0.0911513939499855,568,,0.0736127262917456,49,
312,pastel_palettes,はなまる◎アンダンテ,226.46666666666667,0.063347689807415,0.009556739591062,0.2104689478874206,0.0816844850778579,451,,0.1163968100164842,32,
313,pastel_palettes,パスパレボリューションず☆,231.3333333333333,0.0695182085037231,0.0101325279101729,0.2292603552341461,0.0867304652929306,461,,0.0070893358988947,32,
314,pastel_palettes,SURVIVOR ねばーぎぶあっぷ!,248.63333333333333,0.077388696372509,0.0140007361769676,0.2473750710487365,0.100615344941616,496,,0.0188228953574716,35,
315,pastel_palettes,Wonderland Girl,271.03333333333336,0.0873360559344291,0.0168367885053157,0.2198403775691986,0.088087111711502,541,,0.0279670354250652,38,
316,pastel_palettes,ゼッタイ宣言～Recital～,241.53333333333333,0.0621629059314727,0.0123388934880495,0.1928938627243042,0.0783142149448394,482,,0.1557548723856485,23,
317,pastel_palettes,ぎゅっDAYS♪,251.63333333333333,0.0678604841232299,0.012148167937994,0.2568287253379822,0.101144440472126,502,,0.1086501343472422,29,
