idx,band,song,url,video_id,key,camelot,tempo_excerpt,energy_proxy,mode_score,acousticness_proxy,instrumentalness_proxy,bpm,energy,shape,eligible_band,energy_full,i_mean,i_std,i_max,i_min,i_start,i_end,m3-mode,m4-lufs_integrated,m4-lra,m5-arousal_median,m6-valence_median,m7-danceability_norm,m8-acoustic_median,m9-instr_stem_ratio,m11-speech_median,display_band
379,poppin_party,ときめきエクスペリエンス！,https://youtu.be/OqN-TbVubpA,OqN-TbVubpA,Emin,9A,89.10291,-1.4091249065125449,-0.01592,-0.8401050834187405,-0.3230378499119995,117.5,0.373,bright,True,0.725115,0.23064,0.89604,1.88230,-0.92371,0.31195,0.44563,major,-11.164670862660449,2.5806217193603516,7.024292945861816,6.3527,0.6185,7.668530088267289e-06,0.68787,0.0484468191862106,
380,poppin_party,キラキラだとか夢だとか ～Sing Girls～,https://youtu.be/4YrfrDTabQk,4YrfrDTabQk,Dmaj,10B,123.04688,-1.471164339594569,0.02808,-0.9858780871562982,-0.06569786136042811,117.5,0.428,bright,True,0.470904,0.03681,0.83889,1.46341,-1.12067,0.04053,-0.07972,major,-11.208892079142517,2.324917793273926,6.847537517547607,6.2174,0.8055,0.00019389449153095484,0.692099,0.0487788170576095,
381,poppin_party,私の心はチョココロネ,https://youtu.be/ZnaBCQTeHYI,ZnaBCQTeHYI,Bmin,10A,135.99918,0.5798827118342285,-0.13891,2.051896639746983,-1.0071733052468455,136.0,0.149,acoustic,True,0.264165,-0.21068,0.97534,1.51108,-1.57424,-0.95114,0.25276,major,-12.223956258428123,4.170480728149414,6.8272600173950195,6.1194,0.6535,0.0006497496506199241,0.631537,0.0580925792455673,
382,poppin_party,前へススメ！,https://youtu.be/3ugLz4FMdeI,3ugLz4FMdeI,Gmin,6A,89.10291,2.121190488857291,-0.18786,0.9171206546226764,-0.456632407266054,123.0,0.399,neutral,True,0.774119,0.33397,0.94523,1.88360,-1.19016,-0.05499,0.30045,minor,-10.693700852756505,4.643902778625488,7.0105485916137695,6.1536,0.5897,0.00035026727709919214,0.628559,0.0627238377928733,
383,poppin_party,夢みるSunflower,https://youtu.be/yQ0ebf3C1zM,yQ0ebf3C1zM,Bmaj,1B,161.49902,0.9348953175648615,0.13717,0.20419629731688171,0.30244479645218597,107.7,0.214,shimmer,True,0.708270,0.17861,1.03215,1.72339,-1.37200,-0.46966,0.12564,major,-11.073630678632933,5.500904083251953,6.740738391876221,6.2172,0.4195,5.8054116379935294e-05,0.713479,0.0654355734586715,
384,poppin_party,ティアドロップス ～Popipa Acoustic Ver.～,https://youtu.be/Eq0Mo7Ca02I,Eq0Mo7Ca02I,Bmin,10A,123.04688,3.9834599126510613,-0.13365,4.074923981711119,0.3252366845451981,123.0,0.041,shimmer,True,0.259571,-0.36894,1.24073,1.92298,-2.10854,-0.19182,-0.19429,minor,-13.655429376511526,5.830617904663086,4.840730667114258,5.5397,0.5699,0.44057661294937134,0.753965,0.0556306838989257,
385,poppin_party,走り始めたばかりのキミに ～Popipa Acoustic Ver.～,https://youtu.be/PZlcgbhP8PY,PZlcgbhP8PY,Bmin,10A,107.66602,2.1390057458127347,-0.1224,3.245038037021934,-0.6813945169921569,107.7,0.008,neutral,True,0.406585,-0.30125,1.29498,2.41027,-2.03601,0.01419,-0.56078,minor,-14.67761940531298,9.038814544677734,4.977643966674805,5.6949,0.7979,0.842792272567749,0.664665,0.0567644163966178,
386,poppin_party,Time Lapse,https://youtu.be/ap3LhZJvbiw,ap3LhZJvbiw,Emin,9A,95.70312,-1.525790554930658,-0.06756,-2.844389798412226,0.4392592604343388,95.7,0.146,bright,True,0.967075,0.61794,1.01745,2.59191,-0.81842,0.90303,1.33688,minor,-11.162329396457087,5.83671760559082,6.615450859069824,5.6333,0.0638,3.505487597976753e-07,0.616281,0.0468242764472961,
387,poppin_party,八月のif,https://youtu.be/y_wsqM33BaY,y_wsqM33BaY,Amaj,11B,117.45384,-0.8134436344387982,0.35585,2.1657667393414877,-1.8184003692554678,117.5,0.196,acoustic,True,0.314701,-0.00419,0.99756,1.72201,-1.36630,0.09675,-0.71801,major,-11.42181226946333,4.816755294799805,6.440556526184082,6.2051,0.1413,0.0032496226485818624,0.654952,0.0461416915059089,
388,poppin_party,クリスマスのうた,https://youtu.be/EMwYk4qPK1k,EMwYk4qPK1k,Amaj,11B,135.99918,-0.6419772114784854,0.2744,-0.9538223122983731,-0.3133149946036233,136.0,0.197,bright,True,0.706738,0.16747,0.90484,1.74647,-1.07501,0.08083,0.47524,major,-11.048713831284937,6.010556221008301,6.900106906890869,6.348,0.2097,2.5637098588049412e-05,0.680408,0.0523146465420722,
389,poppin_party,B.O.F,https://youtu.be/dW25FkbQC58,dW25FkbQC58,C#min,12A,172.26562,-0.305783656042082,-0.02392,0.8497935139296453,-1.1994206715715596,117.5,0.487,acoustic,True,0.610260,0.27673,0.80521,1.60857,-0.66662,0.52324,1.03215,major,-10.865430694470085,2.3379898071289062,7.084251880645752,6.1646,0.4119,0.0006698971264995635,0.655047,0.0784416794776916,
390,poppin_party,CiRCLING,https://youtu.be/Zj4qzqS--UY,Zj4qzqS--UY,F#maj,2B,107.66602,-1.0024783636923027,0.24598,-1.2811325435861223,0.6933793423578118,107.7,0.364,bright,True,0.735835,0.19573,0.83603,1.58419,-0.97082,-0.59400,0.47278,major,-10.982551336404015,2.3969039916992188,6.859184265136719,6.4066,0.5714,2.1176456357352436e-05,0.677048,0.0519550517201423,
391,poppin_party,二重の虹(ダブル レインボウ),https://youtu.be/sNaJuqFB-_g,sNaJuqFB-_g,Fmaj,7B,95.70312,-0.8027915496277741,0.00242,2.0511799725212936,-1.7238866394071597,95.7,0.252,acoustic,True,0.481623,0.09979,0.90366,1.54303,-1.39163,0.09570,0.28832,major,-11.575568257775535,3.372699737548828,6.477928638458252,5.5318,0.0745,3.6764518881682307e-05,0.67091,0.047106958925724,
392,poppin_party,最高(さあ行こう)！,https://youtu.be/w5jX2B8W6l8,w5jX2B8W6l8,Emaj,12B,123.04688,-0.7854474212631036,0.09693,-1.506490230614194,-0.6065159040328427,123.0,0.378,bright,True,0.937979,0.66475,0.83730,2.18949,-0.50301,0.75167,1.35088,major,-10.766350464860876,2.567575454711914,6.8412017822265625,6.5143,0.2918,7.764072506688535e-06,0.689026,0.0624925345182418,
393,poppin_party,ガールズコード,https://youtu.be/94djfHnNylA,94djfHnNylA,Emaj,12B,123.04688,-0.0704900051251326,0.07917,0.5379621268364735,-0.3133149946036233,123.0,0.795,acoustic,True,0.222818,0.01272,0.85709,1.36444,-1.18135,0.32015,0.02738,major,-9.972041449937338,2.7460594177246094,7.000863075256348,5.8601,0.2371,9.633529407437891e-05,0.679675,0.0529082901775836,
394,poppin_party,Yes! BanG_Dream! ～Popipa Acoustic Ver.～,https://youtu.be/ZHrWJfxYKOQ,ZHrWJfxYKOQ,Bmaj,1B,172.26562,4.077636961755081,0.17192,2.313718240408528,0.8692746338457116,112.3,0.056,shimmer,True,0.636294,-0.18201,1.34163,2.55724,-1.87730,0.13770,-0.26676,major,-13.658404901712673,3.017958641052246,5.6650004386901855,5.8766,0.9514,0.5122064352035522,0.737219,0.0717803165316581,
395,poppin_party,夏空 SUN! SUN! SEVEN! ～Popipa Acoustic Ver.～,https://youtu.be/aWzYylwrlNU,aWzYylwrlNU,A#maj,6B,161.49902,2.1124040607633674,0.22383,2.3700198960146786,-0.3751877102023821,161.5,0.02,shimmer,True,0.833844,-0.06591,1.28267,2.48846,-1.52065,0.34108,0.85373,minor,-14.253868576131797,4.134672164916992,5.828753471374512,6.0066,0.8237,0.3535110354423523,0.676643,0.0645460188388824,
396,poppin_party,STAR BEAT!～ホシノコドウ～ ～Popipa Acoustic Ver.～,https://youtu.be/kj5orLd_XnA,kj5orLd_XnA,Bmin,10A,172.26562,1.5745246995719213,-0.03962,3.504514555986721,0.6216575006025162,89.1,0.006,acoustic,True,0.535222,-0.30948,1.10514,1.98664,-1.62240,-0.43476,0.31453,major,-15.825907077570866,5.61444091796875,5.125247478485107,5.6155,0.7295,0.9032427668571472,0.596548,0.0399814285337924,
397,poppin_party,Breakthrough!,https://youtu.be/jL9BEY5Lt7Q,jL9BEY5Lt7Q,Cmaj,8B,123.04688,0.02633955638232166,0.09731,0.27521294773099086,0.09390849071473718,123.0,0.507,neutral,True,0.631700,0.20332,0.87109,1.59719,-0.90331,-0.80516,0.94286,major,-10.539161579846827,2.15701961517334,6.979257583618164,6.2093,0.3055,2.5718019969644956e-05,0.668318,0.0448362156748771,
398,poppin_party,NO GIRL NO CRY/Poppin'Party Ver.,https://youtu.be/D1ONxAWcbGE,D1ONxAWcbGE,Dmaj,10B,129.19922,-1.0041456632315722,0.15452,-1.1335250312979852,-0.5967299133003859,129.2,0.734,bright,True,0.540582,0.25881,0.84781,1.59081,-0.85615,0.07025,-0.29742,major,-10.101441707366986,2.4065093994140625,6.984805107116699,6.1952,0.4392,4.624010034603998e-05,0.726507,0.0449934527277946,
399,poppin_party,イニシャル,https://youtu.be/Yb9FzUPpk0Y,Yb9FzUPpk0Y,Dmaj,10B,129.19922,-1.8284489208696324,0.01771,-0.6757120599596864,-0.6976834564048912,129.2,0.387,neutral,True,0.624043,0.15042,0.92586,1.89277,-1.06435,0.47377,0.53544,major,-10.861471201526353,4.566249847412109,6.770895481109619,5.8251,0.0395,2.2904976503923535e-05,0.700701,0.0429880544543266,
400,poppin_party,Hello! Wink!,https://youtu.be/BduVH7BZj2k,BduVH7BZj2k,Dmin,7A,151.99908,-1.8932072824456851,-0.18534,-2.0668804576853725,0.12326646291210727,152.0,0.294,neutral,True,0.884380,0.44876,0.84482,1.75471,-0.78739,0.73957,0.68636,minor,-11.484928737176098,2.2912425994873047,6.919102668762207,5.8784,0.4468,3.2690018088032957e-06,0.745641,0.085989810526371,
401,poppin_party,Step×Step!,https://youtu.be/yJSDaYtRGto,yJSDaYtRGto,G#maj,4B,143.55469,0.2410096802929863,0.14679,2.2173070798563077,-1.1505538533333566,143.6,0.181,acoustic,True,0.421899,-0.01473,1.05793,1.75200,-1.93352,-1.10187,-0.52573,major,-11.128976368277224,3.883607864379883,6.74322509765625,5.8572,0.0456,6.45030231680721e-05,0.68999,0.0518227517604827,
402,poppin_party,Jumpin',https://youtu.be/SIF5yp2lNqA,SIF5yp2lNqA,G#maj,4B,99.38401,-0.14921478924695591,0.09461,0.19410239219018532,0.5337098548585665,99.4,0.524,neutral,True,0.322358,-0.01223,0.89326,1.44207,-1.12978,-0.45805,0.18948,major,-10.851862681818831,3.7513866424560547,6.720708847045898,5.9952,0.1824,2.3178194169304334e-05,0.733251,0.0373038798570632,
403,poppin_party,White Afternoon,https://youtu.be/Q7Y-vskuNVQ,Q7Y-vskuNVQ,Cmaj,8B,143.55469,-0.42386032607945523,0.1533,1.785560434431559,-1.5870721754250068,143.6,0.247,acoustic,True,0.189127,-0.16034,1.01896,1.56725,-1.62578,-0.95829,-0.27386,major,-11.540264281961413,4.639191627502441,6.272705078125,5.6094,0.3647,0.0008523830911144614,0.634685,0.0357584655284881,
404,poppin_party,キラキラスター！,https://youtu.be/idH2KGN0C4A,idH2KGN0C4A,F#maj,2B,151.99908,-0.12040502550484994,0.04682,1.0563388786678012,0.2861558570394514,152.0,0.501,acoustic,True,0.386677,0.01750,0.91661,1.53392,-1.23153,-0.25624,0.11401,major,-10.964148388369578,2.5503311157226562,6.886124610900879,5.9878,0.1778,0.00011952994827879593,0.689428,0.0581029504537582,
405,poppin_party,Returns,https://youtu.be/zWKV5yudE18,zWKV5yudE18,Gmaj,9B,123.04688,-1.022671252674874,0.0158,1.186627152724446,1.13640061312974,92.3,0.237,acoustic,True,0.129403,-0.36491,0.94533,1.08497,-1.82056,-0.97690,-0.81484,major,-11.057475349105422,6.375061988830566,6.339820384979248,5.5638,0.3419,0.0006426036125048995,0.588832,0.0378953404724597,
406,poppin_party,Dreamers Go!,https://youtu.be/VigNV3bsE_k,VigNV3bsE_k,Emaj,12B,123.04688,-0.2268376923137348,0.01624,0.4348812517913574,-1.1211958811359861,123.0,0.408,neutral,True,0.394334,-0.01578,0.90626,1.54304,-1.28672,0.21137,-0.10020,major,-11.213413311465168,3.164952278137207,6.613911151885986,6.0314,0.2599,5.356634937925264e-05,0.726789,0.0449822172522544,
407,poppin_party,キズナミュージック♪,https://youtu.be/rvKC_BDWo0o,rvKC_BDWo0o,F#min,11A,95.70312,-1.0090348626899384,-0.05332,1.1129832019801378,-0.41104863108002976,95.7,0.561,acoustic,True,0.212098,-0.20974,0.83794,1.05535,-1.45503,-0.48151,-0.81624,major,-10.952516579705186,2.6380538940429688,6.9567718505859375,5.9332,0.2948,0.00015222004731185734,0.710869,0.0521062985062599,
408,poppin_party,ミライトレイン,https://youtu.be/amlyxSdWmTg,amlyxSdWmTg,Dmaj,10B,117.45384,-1.3360969903960478,0.30299,2.314802962957745,-1.6880888539535923,117.5,0.379,acoustic,True,0.236600,-0.12278,0.90733,1.44558,-1.20483,-0.25223,0.31273,major,-11.12118572367121,4.398735046386719,6.532792091369629,5.6616,0.0517,0.00041409104596823454,0.678176,0.0293259415775537,
409,poppin_party,夢を撃ち抜く瞬間に！,https://youtu.be/Y8-nQ9ehgZE,Y8-nQ9ehgZE,Cmaj,8B,103.35938,-0.4560865734367225,0.19323,1.4001204490726935,-1.5935751241052842,103.4,0.713,acoustic,True,0.244257,0.00371,0.80419,1.34215,-1.06782,-0.34378,0.10101,major,-10.265010966276945,3.587575912475586,6.863542079925537,5.9826,0.2128,6.506340287160128e-05,0.665716,0.0340608470141887,
410,poppin_party,ぽっぴん'しゃっふる,https://youtu.be/FNpk2rkmT_U,FNpk2rkmT_U,Emaj,12B,107.66602,-0.024127749289093364,0.1489,-0.9266043268185595,0.7128881883986452,112.3,0.643,neutral,True,0.703675,0.17299,0.84727,1.52959,-0.88554,0.60414,0.46071,major,-10.152297955177062,3.8565101623535156,7.269488334655762,6.472,0.7173,7.773467223159969e-05,0.662882,0.0823417082428932,
411,poppin_party,夏空 SUN! SUN! SEVEN!,https://youtu.be/AwmICsVBWLU,AwmICsVBWLU,A#maj,6B,89.10291,-0.34403804659099974,0.31939,-0.050845374182298966,1.1266146223972833,89.1,0.825,neutral,True,0.584227,0.28390,0.89676,1.94587,-0.88410,0.47865,0.72904,major,-9.845195552098602,1.9812688827514648,7.323755264282227,6.4663,0.8875,2.764731107163243e-05,0.666646,0.0673926919698715,
412,poppin_party,1000回潤んだ空,https://youtu.be/b-ZAiNOYtE0,b-ZAiNOYtE0,Cmaj,8B,123.04688,-0.2002485516007398,0.1525,1.0125544711342367,0.8659915917935324,123.0,0.088,acoustic,True,0.216692,-0.26327,1.02941,1.52415,-1.66777,-0.69423,0.06611,major,-11.437715538196882,9.402013778686523,6.290165424346924,5.3145,0.1003,0.0008851534803397954,0.698344,0.0410975515842437,
413,poppin_party,HAPPY HAPPY PARTY!,https://youtu.be/c0brvCZdxeg,c0brvCZdxeg,Emaj,12B,135.99918,-0.16304656032720252,0.10546,-0.009934705542220201,-1.5642802873319948,136.0,0.551,shimmer,True,0.490812,0.04375,0.90506,1.56145,-1.32736,-0.16124,-0.13115,major,-10.559303239986551,2.9576950073242188,7.402120590209961,6.3157,0.5122,3.072037361562252e-05,0.770128,0.0804428681731224,
414,poppin_party,夏のドーン！,https://youtu.be/xtgdECulbbw,xtgdECulbbw,Emin,9A,107.66602,-0.984117462737552,-0.04565,-2.7664062771543945,0.40668138160886996,107.7,0.212,bright,True,0.979326,0.71637,0.95871,2.35994,-0.59628,0.54419,1.21440,minor,-10.989617841866592,2.679769515991211,7.208523273468018,6.5532,0.6429,0.00031234711059369147,0.656167,0.0631814524531364,
415,poppin_party,キミにもらったもの,https://youtu.be/gu85qKfXfj8,gu85qKfXfj8,Fmaj,7B,143.55469,-0.2715209072752771,0.22996,2.9495456109509526,-1.5707832360122722,143.6,0.012,acoustic,True,0.066616,-0.67126,1.24665,1.51141,-2.70520,-1.79642,-1.00751,major,-13.820294257901123,9.349746704101562,4.8593058586120605,4.9144,0.1581,0.6374028325080872,0.616482,0.0410256721079349,
416,poppin_party,Light Delight,https://youtu.be/ycVVqPjxPqk,ycVVqPjxPqk,Emaj,12B,123.04688,0.36525659623072304,0.12743,2.218773105491821,-0.9680924777410989,117.5,0.372,acoustic,True,0.190658,-0.16155,1.00839,1.36102,-2.33476,-1.38839,-1.29424,major,-10.764090931024091,6.832976341247559,6.374847412109375,5.5483,0.0471,0.00010992874740622938,0.714397,0.0420412309467792,
417,poppin_party,切ないSandglass,https://youtu.be/W_W3LnZJApA,W_W3LnZJApA,Dmaj,10B,92.28516,1.4835208585512354,0.28264,1.5032895502282144,-0.7042495405092495,92.3,0.505,neutral,True,0.161562,-0.02462,1.08796,2.03968,-1.56190,-0.39253,-0.40424,minor,-10.301159460809977,6.898699760437012,6.70978307723999,5.7597,0.0942,0.00041481654625386,0.583765,0.0428926311433315,
418,poppin_party,Home Street,https://youtu.be/_n8qGOBD0J8,_n8qGOBD0J8,Emaj,12B,103.35938,1.1002291686441246,0.25945,-0.3832819265594761,-0.8964337714098837,103.4,0.384,neutral,True,0.645482,0.22749,1.05725,2.40493,-1.08591,0.56129,0.26105,major,-10.532576546601504,4.446303367614746,6.917876720428467,6.3634,0.117,0.00021337828366085887,0.729113,0.0583122782409191,
419,poppin_party,What's the POPIPA!?,https://youtu.be/pX8lWO_Jwv4,pX8lWO_Jwv4,Dmaj,10B,123.04688,-1.6059985565009562,0.18902,-2.3326676293409356,0.47505704588790637,123.0,0.61,bright,True,0.856815,0.51391,0.90421,2.18245,-0.71691,0.32563,0.67719,major,-10.531157135686074,2.0765161514282227,6.850433349609375,5.9874,0.6079,1.2991825997232809e-06,0.767216,0.068013995885849,
420,poppin_party,SAKURA MEMORIES,https://youtu.be/lQF_5FOrl7k,lQF_5FOrl7k,Gmaj,9B,117.45384,-0.6707302536650828,0.22302,1.088258973380231,-0.4468464165335973,117.5,0.1,acoustic,True,0.669985,0.01685,0.95083,1.60901,-1.29399,-0.36200,-0.19263,major,-12.041652350070583,4.463263511657715,6.573295593261719,5.8112,0.1261,0.0007585566490888596,0.624249,0.0298608001321554,
421,poppin_party,アニバーサリー,https://youtu.be/0TYq4xK3G8g,0TYq4xK3G8g,Fmaj,7B,112.34715,-0.4230061297165433,0.12873,-0.2705569207282462,0.5011319760330977,112.3,0.681,neutral,True,0.542879,0.13741,0.83822,1.47670,-0.90183,0.23201,-0.18640,major,-10.288129920391889,1.8896408081054688,7.102795600891113,6.3474,0.535,1.9276259990874678e-05,0.657202,0.0558155849575996,
422,poppin_party,Tomorrow's Door,https://youtu.be/j7o8KLDowG8,j7o8KLDowG8,Bmaj,1B,117.45384,-0.04159234949265167,0.14022,0.9758123595326197,-0.2318702975399514,117.5,0.877,acoustic,True,0.124809,0.12036,0.89437,1.42045,-1.37176,-0.39242,-0.71145,major,-9.614454967914915,2.1261634826660156,6.933615207672119,5.7107,0.5547,6.314941856544465e-06,0.809025,0.0379595309495925,
423,poppin_party,イントロダクション,https://youtu.be/KfuOq4v5H_A,KfuOq4v5H_A,Dmin,7A,161.49902,0.10264262886185754,-0.24908,0.8485318924190293,0.520703957498011,112.3,0.338,neutral,True,0.732772,0.17949,0.92492,1.87457,-1.02766,0.33379,0.09501,minor,-11.4263947159894,2.5645618438720703,6.900781631469727,6.2268,0.8116,8.474435162497684e-05,0.664324,0.0592730902135372,
424,poppin_party,TARINAI,https://youtu.be/aIaSbIpxXb8,aIaSbIpxXb8,Bmin,10A,129.19922,-0.6439026502693506,-0.09664,-0.5899586980527199,0.21121410865605705,129.2,0.715,neutral,True,0.781776,0.43266,0.99452,2.27480,-0.83547,0.33753,0.53438,minor,-10.292593444786867,3.237947463989258,7.144663333892822,6.1878,0.2523,4.450489541341085e-06,0.744471,0.0742965936660766,
425,poppin_party,DOKI DOKI SCARY,https://youtu.be/T6a3TbucVIk,T6a3TbucVIk,Bmin,10A,143.55469,1.2252378353170892,-0.18031,-0.6102945618822485,-1.3948879445243727,143.6,0.912,neutral,True,0.348392,0.41260,0.88096,1.91368,-0.82974,0.57052,0.32920,minor,-9.275650991307527,2.4875564575195312,7.177944183349609,6.1628,0.5745,3.655571345007047e-05,0.755861,0.0586747042834758,
426,poppin_party,Photograph,https://youtu.be/jLWs8qcXF7o,jLWs8qcXF7o,G#maj,4B,99.38401,0.3808544026771462,0.17073,0.2780188369772049,1.1494696459143756,152.0,0.517,neutral,True,0.400459,0.05898,0.93600,1.49261,-1.33846,-0.71780,-0.14506,major,-10.547032360637017,2.9567394256591797,6.8142409324646,5.9332,0.3587,5.075102671980858e-05,0.722445,0.0561572723090648,
427,poppin_party,夏に閉じこめて,https://youtu.be/02n9fIuuew8,02n9fIuuew8,Dmaj,10B,95.70312,-0.8591709984502535,0.33157,1.7083595460766006,-0.8736418833168715,95.7,0.357,acoustic,True,0.228943,-0.17313,0.88573,1.33876,-1.21130,-0.36929,-0.26357,major,-11.532232617590283,3.4055347442626953,6.271520614624023,5.408,0.1991,0.0028133185114711523,0.665854,0.0483388863503932,
428,poppin_party,ぽっぴん'どりーむ！,https://youtu.be/-ISFvqdfTHo,-ISFvqdfTHo,Emin,9A,99.38401,-0.4099328266995702,-0.01643,-1.2318994458613899,0.9963031070954079,99.4,0.762,neutral,True,0.614855,0.22511,0.84977,1.66600,-0.92000,0.12985,0.42275,major,-10.109258627749202,2.057964324951172,6.82158088684082,6.1131,0.462,2.535281964810565e-05,0.730674,0.0575445741415023,
429,poppin_party,星の約束,https://youtu.be/fa9khQQc5HE,fa9khQQc5HE,Dmin,7A,117.45384,0.2335771305520134,-0.07397,-0.5323078355816109,1.5436240984481002,117.5,0.772,neutral,True,0.268760,0.07452,1.00340,1.72700,-1.44127,-0.08943,-1.45178,minor,-10.23457152890269,4.0825910568237305,6.712523460388184,5.6576,0.3176,0.0001279407151741907,0.711258,0.0497776828706264,
430,poppin_party,新しい季節に,https://youtu.be/bqKoweXOY1I,bqKoweXOY1I,Gmaj,9B,123.04688,0.28095551194464263,0.39301,2.0925134349377323,-0.6813945169921569,123.0,0.651,acoustic,True,0.238132,0.00039,0.93909,1.80140,-1.12534,0.25362,0.21114,major,-10.51976627695692,4.252655982971191,6.858741283416748,6.1237,0.3784,2.5015828214236535e-05,0.775792,0.0609855577349662,
431,poppin_party,トレモロアイズ,https://youtu.be/lsRTa_4Q9iU,lsRTa_4Q9iU,Dmaj,10B,112.34715,0.08468390644868495,0.23546,-0.3941121759092936,-1.34273808423399,112.3,0.803,neutral,True,0.377489,0.31035,1.01728,2.13501,-1.20155,-0.69107,-0.26406,major,-10.058974603155773,2.8012657165527344,6.757913589477539,5.8595,0.7067,0.00014630818623118103,0.699846,0.0511891283094882,
432,poppin_party,雨上がり、キミと,https://youtu.be/6PWbcFhH1sc,6PWbcFhH1sc,Fmaj,7B,123.04688,0.9555194442130424,0.27312,-0.2915333272295358,-0.9974504499384685,123.0,0.959,neutral,True,0.261103,0.49579,0.91592,2.05518,-0.71717,0.30103,-0.15158,major,-8.412148292524687,2.3023767471313477,6.930819034576416,5.8112,0.7188,7.54821894588531e-06,0.687635,0.0426293089985847,
433,poppin_party,花咲く未来に,https://youtu.be/rTVN1M1DNx8,rTVN1M1DNx8,Bmaj,1B,143.55469,0.8982294565553356,0.23123,-0.5325429499128111,0.6445125241196088,136.0,0.932,bright,True,0.403522,0.49408,0.83138,1.93810,-0.54239,0.52713,-0.00660,major,-9.071322293959996,1.4155502319335938,7.1923065185546875,6.1018,0.8921,2.3970194888534024e-05,0.713188,0.0603937692940235,
434,poppin_party,Live Beyond!!,https://youtu.be/BQ417cl8-iE,BQ417cl8-iE,Fmaj,7B,129.19922,-0.9590455269086939,0.30373,0.5668362259663269,-0.5087822675564362,95.7,0.483,acoustic,True,0.622511,0.17226,0.78031,1.41815,-0.82864,0.30910,0.25735,major,-10.968849874856858,2.495791435241699,6.464316368103027,5.5415,0.1976,1.5308864021790214e-05,0.683973,0.0407617092132568,
435,poppin_party,Sweets BAN!,https://youtu.be/_Zbm5jidUmM,_Zbm5jidUmM,G#maj,4B,103.35938,-1.1629769892625372,0.06201,-0.9610386518817646,0.47183713925980764,152.0,0.319,neutral,True,0.784839,0.22015,0.89749,1.86981,-0.92014,-0.07172,0.63104,major,-11.47803458492453,2.611422538757324,7.064411163330078,6.1405,0.6003,3.3761294616851956e-05,0.719807,0.0544801466166973,
436,poppin_party,キミが始まる！,https://youtu.be/tjFia-3Se94,tjFia-3Se94,Dmaj,10B,117.45384,-1.151755194293766,0.16138,0.8148439734479545,0.22100009938851375,117.5,0.32,acoustic,True,0.714395,0.13929,0.82856,1.59940,-0.85803,0.09992,0.49738,major,-11.521575525576752,1.8350963592529297,6.615899085998535,5.8724,0.3237,0.000118974108772818,0.67287,0.0505074597895145,
437,poppin_party,Moonlight Walk,https://youtu.be/Ie0-J4-CMk4,Ie0-J4-CMk4,Fmin,4A,95.70312,-1.1192052140542965,-0.03484,-0.20969355616597474,0.9083554613514581,95.7,0.273,neutral,True,0.749617,0.21446,0.79206,1.54668,-0.79097,0.60435,0.49067,minor,-11.458769281193595,3.3587589263916016,6.491264820098877,5.486,0.2979,7.576843472634209e-06,0.670173,0.0539818592369556,
438,poppin_party,ここから先は歌にならない,https://youtu.be/YfSxTmBzz9k,YfSxTmBzz9k,F#maj,2B,95.70312,-2.4251365760518877,0.17211,-1.4432252589399799,0.9442163822291059,95.7,0.131,bright,True,0.855283,0.22510,0.84551,1.64479,-0.95772,0.21751,0.50043,major,-11.893904135546501,2.8973073959350586,6.641075611114502,6.2864,0.2568,4.388845627545379e-05,0.629253,0.0676150768995285,
439,poppin_party,青春 To Be Continued,https://youtu.be/inyz9fpWPT0,inyz9fpWPT0,Gmaj,9B,135.99918,1.1365724370431285,0.10878,0.052559385052747515,-0.8573529439041369,136.0,0.866,shimmer,True,0.415773,0.36264,0.91310,1.92907,-0.81523,0.37659,0.38994,major,-9.56276671551861,2.7860231399536133,7.260226726531982,6.1308,0.6505,1.1700164577632677e-05,0.781259,0.0713165327906608,
440,poppin_party,Future Place,https://youtu.be/JonvwJvZFv4,JonvwJvZFv4,Dmaj,10B,123.04688,0.4784212665110543,0.25879,-1.2049034826673841,0.1297694115923848,123.0,0.886,bright,True,0.466309,0.50361,0.89591,1.97928,-0.82924,0.23677,-0.16541,major,-9.386500345422133,1.9370708465576172,7.174818992614746,6.4131,0.8389,0.00012901781883556396,0.749052,0.061572577804327,
441,poppin_party,大好き！,https://youtu.be/NW5DnKrpr8M,NW5DnKrpr8M,Amaj,11B,112.34715,1.0628541726870706,0.04175,0.3867167543940694,0.5337098548585665,161.5,0.854,neutral,True,0.144717,0.02609,0.96607,1.47195,-2.13295,-1.39927,-0.55171,major,-9.346669246726519,2.650740623474121,7.056244850158691,5.969,0.7584,3.8458380004158244e-05,0.713893,0.0409219227731227,
442,poppin_party,Five Letters,https://youtu.be/-rDKKJcyyTU,-rDKKJcyyTU,G#maj,4B,129.19922,0.6181822068985253,0.15103,2.0580087737991994,-0.9680924777410989,129.2,0.493,acoustic,True,0.078867,-0.11105,1.08598,1.74541,-1.89129,-0.63657,-0.87191,major,-10.722171578893343,7.1443328857421875,6.691437721252441,5.8859,0.6945,0.0005146278999745846,0.686751,0.0431533642113208,
443,poppin_party,最強☆ソング,https://youtu.be/pSYXzPMhsPQ,pSYXzPMhsPQ,Dmaj,10B,123.04688,-0.728993227652195,0.13248,-2.2804639419728048,1.644640776976686,123.0,0.848,bright,True,0.366769,0.26461,0.99391,1.94713,-1.31705,0.17324,-0.23070,major,-9.473966040280887,4.105160713195801,7.108528137207031,5.9067,0.3389,0.00040529394755139947,0.730283,0.0686023607850074,
