idx,band,song,m1-duration_sec,m1-bpm_madmom,m1-beat_count,expected_beat_count,diff_beat_count,abs_diff_beat_count
119,hello_happy_world,きらっ☆と キミフェス！,230.75,127.6595744680854,493.0,490.95744680851175,2.0425531914882527,2.0425531914882527
120,hello_happy_world,うちゃパ！で ぱっぴかポーんっ！,217.46,193.5483870967728,695.0,701.483870967737,-6.483870967736948,6.483870967736948
121,hello_happy_world,はれやか すこやか ぴかりんりん♪,255.87,115.38461538461311,489.0,492.0576923076826,-3.0576923076826006,3.0576923076826006
122,hello_happy_world,ふわふわ☆ゆめいろサンドイッチ,291.53,130.43478260869338,632.0,633.7608695652063,-1.7608695652063489,1.7608695652063489
123,hello_happy_world,Happy! Happier! Happiest!,242.61,171.4285714285742,697.0,693.1714285714398,3.828571428560167,3.828571428560167
124,hello_happy_world,現るっ！大怪盗ハロハッピー！,223.79,181.8181818181906,687.0,678.1515151515479,8.84848484845213,8.84848484845213
125,hello_happy_world,わちゃ・もちゃ・ぺったん行進曲,232.9,162.16216216216017,623.0,629.4594594594518,-6.45945945945175,6.45945945945175
126,hello_happy_world,おもいでイルミネーション,252.41,166.66666666666035,696.0,701.1388888888622,-5.138888888862198,5.138888888862198
127,hello_happy_world,おもいやりハーモニー,231.03,136.36363636363046,519.0,525.0681818181591,-6.0681818181591325,6.0681818181591325
128,hello_happy_world,ハピネスっ！ハピィーマジカルっ♪,210.42,181.8181818181906,646.0,637.6363636363944,8.363636363605565,8.363636363605565
