idx,band,song,m1-band,m1-beat_count,m1-beat_interval_median_sec,m1-bpm_autocorr,m1-bpm_madmom,m1-duration_sec,m1-error,m1-extract_sec,m1-halftime_flag,m1-song,m2-band,m2-duration_sec,m2-error,m2-key_essentia,m2-key_ks,m2-key_ks_confidence,m2-key_mismatch,m2-mode_essentia,m2-mode_ks,m2-mode_only_mismatch,m2-modulation_flag,m2-song,m3-band,m3-mode,m3-song,m4-band,m4-duration_sec,m4-error,m4-extract_sec,m4-lra,m4-lufs_integrated,m4-mastering_flag,m4-song,m4-st_median,m4-st_p10,m4-st_p90,m4-st_std,m5-arousal_median,m5-arousal_p10,m5-arousal_p90,m5-arousal_std,m5-band,m5-duration_sec,m5-error,m5-n_patches,m5-song,m6-band,m6-duration_sec,m6-error,m6-extract_sec,m6-n_patches,m6-song,m6-valence_median,m6-valence_p10,m6-valence_p90,m6-valence_std,m7-band,m7-danceability_clf_prob,m7-danceability_norm,m7-dfa_alpha,m7-dfa_alpha_native,m7-duration_sec,m7-error,m7-song,m8-acoustic_median,m8-acoustic_p10,m8-acoustic_p90,m8-acoustic_std,m8-band,m8-duration_sec,m8-error,m8-extract_sec,m8-n_patches,m8-song,m9-band,m9-duration_sec,m9-error,m9-instr_stem_ratio,m9-n_patches,m9-song,m9-voice_median,m9-voice_p10,m9-voice_p90,m9-voice_std,m10-band,m10-crowd_median,m10-crowd_p10,m10-crowd_p90,m10-crowd_std,m10-duration_sec,m10-error,m10-extract_sec,m10-n_patches,m10-noise_floor_db,m10-rt60_est_sec,m10-song,m11-band,m11-duration_sec,m11-error,m11-n_frames,m11-song,m11-speech_median,m11-speech_p10,m11-speech_p90,m11-speech_std,m11-vad_error,m11-vad_n_frames,m11-vad_speech_ratio,m1-tempo_category
539,raise_a_suilen,Takin' my Heart (English),raise_a_suilen,874.0,0.33,123.046875,181.8181818181906,284.76,,22.15,False,Takin' my Heart (English),raise_a_suilen,285.0,,G,G,0.266,False,minor,minor,False,True,Takin' my Heart (English),raise_a_suilen,minor,Takin' my Heart (English),raise_a_suilen,285.0,,2.89,5.626151084899902,-10.88450166514265,0,Takin' my Heart (English),-11.358163833618164,-14.811726570129396,-9.185575485229492,4.3463664054870605,6.428172111511231,5.587106227874756,6.992528915405273,0.6843879818916321,raise_a_suilen,285.0,,190,Takin' my Heart (English),raise_a_suilen,285.0,,8.78,190,Takin' my Heart (English),5.068,3.9854,6.2966,0.8522,raise_a_suilen,1.1152204275131226,0.5502,0.8966836929321289,,285.0,,Takin' my Heart (English),1.5626224922016263e-05,1.965735236808541e-07,0.0124802999198436,0.0446814224123954,raise_a_suilen,285.0,,8.18,190,Takin' my Heart (English),raise_a_suilen,285.0,,0.699611,190.0,Takin' my Heart (English),0.9997745752334596,0.6129862666130066,0.9999980330467224,0.2550538778305053,raise_a_suilen,0.0008844099938869,0.000324818684021,0.001440096180886,0.0004966468550264,285.0,,1.8,143.0,-22.91,5.0,Takin' my Heart (English),raise_a_suilen,285.0,,569,Takin' my Heart (English),0.0622474625706672,0.0090924249961972,0.2382794320583343,0.0972465351223945,,25,0.1377543859649123,fast
540,raise_a_suilen,WELCOME TO PANDEMONIUM,raise_a_suilen,865.0,0.29,143.5546875,206.89655172412333,254.54,,19.43,False,WELCOME TO PANDEMONIUM,raise_a_suilen,254.83,,F#,F#,0.881,False,minor,minor,False,False,WELCOME TO PANDEMONIUM,raise_a_suilen,minor,WELCOME TO PANDEMONIUM,raise_a_suilen,254.83,,2.27,1.2802228927612305,-8.384285162240356,0,WELCOME TO PANDEMONIUM,-8.353267669677734,-9.084900856018066,-7.804677963256836,1.278233289718628,6.8835859298706055,6.309169292449951,7.427994728088379,0.4890470206737518,raise_a_suilen,254.8333125,,170,WELCOME TO PANDEMONIUM,raise_a_suilen,254.83,,7.2,170,WELCOME TO PANDEMONIUM,5.1687,4.1549,5.8562,0.6543,raise_a_suilen,1.1085166931152344,0.5243,0.9021063446998596,,254.83,,WELCOME TO PANDEMONIUM,9.095902555600332e-07,4.452757096373716e-08,4.885320959147066e-05,0.0061957547441124,raise_a_suilen,254.83,,7.29,170,WELCOME TO PANDEMONIUM,raise_a_suilen,254.83,,0.821299,170.0,WELCOME TO PANDEMONIUM,0.9984936118125916,0.7110346555709839,0.99993634223938,0.1818016469478607,raise_a_suilen,0.0008190216613002,0.0004446197126526,0.0014388778945431,0.0016524799866601,254.83,,1.6,128.0,-15.2,5.0,WELCOME TO PANDEMONIUM,raise_a_suilen,254.8333333333333,,508,WELCOME TO PANDEMONIUM,0.0795183628797531,0.0130447028204798,0.2663036584854126,0.1025507226586341,,38,0.0470895933470251,fast
541,raise_a_suilen,WHAT AN EXPLOSION,raise_a_suilen,637.0,0.31,73.828125,193.5483870967728,190.68,,14.63,False,WHAT AN EXPLOSION,raise_a_suilen,190.9,,A,A,0.758,False,minor,minor,False,False,WHAT AN EXPLOSION,raise_a_suilen,minor,WHAT AN EXPLOSION,raise_a_suilen,190.9,,1.72,3.555502891540528,-10.20812213183438,0,WHAT AN EXPLOSION,-10.25251579284668,-12.25897216796875,-8.703469276428223,6.252314567565918,6.620962142944336,5.970213413238525,7.244607925415039,0.5964341759681702,raise_a_suilen,190.9,,127,WHAT AN EXPLOSION,raise_a_suilen,190.9,,4.63,127,WHAT AN EXPLOSION,4.7455,3.5645,5.8172,0.8195,raise_a_suilen,1.2012039422988892,0.8465,0.8324980735778809,,190.9,,WHAT AN EXPLOSION,9.38450227749854e-07,1.2236267110665722e-08,1.878627153928392e-05,0.0073498906567692,raise_a_suilen,190.9,,5.48,127,WHAT AN EXPLOSION,raise_a_suilen,190.9,,0.706933,127.0,WHAT AN EXPLOSION,0.9989308714866638,0.8116073608398438,0.9999499320983888,0.1530705988407135,raise_a_suilen,0.0010838056914508,0.0004373759147711,0.0028485998045653,0.0029206136241555,190.9,,1.23,96.0,-19.49,5.0,WHAT AN EXPLOSION,raise_a_suilen,190.9,,380,WHAT AN EXPLOSION,0.1127451509237289,0.0195864345878362,0.2983707785606384,0.1106845661997795,,20,0.1502357255107385,fast
542,raise_a_suilen,RUNAWAY STAR,raise_a_suilen,763.0,0.3,123.046875,200.0000000000007,228.71,,17.32,False,RUNAWAY STAR,raise_a_suilen,228.9,,F#,F#,0.597,False,minor,minor,False,True,RUNAWAY STAR,raise_a_suilen,minor,RUNAWAY STAR,raise_a_suilen,228.9,,2.08,2.300654411315918,-10.651682667534676,0,RUNAWAY STAR,-10.570898056030272,-11.989770889282228,-9.689116477966309,1.1256916522979736,6.805643081665039,5.904930591583252,7.417478084564209,0.7130954265594482,raise_a_suilen,228.9,,152,RUNAWAY STAR,raise_a_suilen,228.9,,6.62,152,RUNAWAY STAR,5.4285,4.6287,6.2528,0.602,raise_a_suilen,1.2693350315093994,0.9347,0.7878140211105347,,228.9,,RUNAWAY STAR,4.158871888648719e-05,1.0058349744213049e-06,0.0012017897097393,0.0677621439099311,raise_a_suilen,228.9,,6.54,152,RUNAWAY STAR,raise_a_suilen,228.9,,0.763495,152.0,RUNAWAY STAR,0.9987818002700806,0.6721293330192566,0.999980926513672,0.1924988925457,raise_a_suilen,0.0007493796874769,0.0004623078857548,0.001534043578431,0.0005689844838343,228.9,,1.23,115.0,-18.11,5.0,RUNAWAY STAR,raise_a_suilen,228.9,,456,RUNAWAY STAR,0.064633160829544,0.0120864175260066,0.2409475445747375,0.1028922647237777,,22,0.1302752293577981,fast
543,raise_a_suilen,Bad Kids All Bet,raise_a_suilen,648.0,0.35,117.45383522727272,171.4285714285707,228.06,,17.97,False,Bad Kids All Bet,raise_a_suilen,228.2,,B,B,0.53,False,minor,minor,False,True,Bad Kids All Bet,raise_a_suilen,minor,Bad Kids All Bet,raise_a_suilen,228.2,,2.23,1.5845956802368164,-8.508318062927788,0,Bad Kids All Bet,-8.363147735595703,-9.552739143371582,-7.968143463134766,4.202926158905029,7.311509132385254,6.413186550140381,7.875411033630371,0.7090770602226257,raise_a_suilen,228.2,,152,Bad Kids All Bet,raise_a_suilen,228.2,,6.25,152,Bad Kids All Bet,5.1694,4.2117,6.0186,0.6676,raise_a_suilen,1.123880386352539,0.5973,0.8897743821144104,,228.2,,Bad Kids All Bet,1.9196668290533125e-06,3.3330479709547944e-08,0.0038175536319613,0.0685648024082183,raise_a_suilen,228.2,,6.22,152,Bad Kids All Bet,raise_a_suilen,228.2,,0.714822,152.0,Bad Kids All Bet,0.9999486207962036,0.9970093965530396,0.9999988675117492,0.0764534547924995,raise_a_suilen,,,,,,,1.23,,-15.69,5.0,Bad Kids All Bet,raise_a_suilen,228.2,,455,Bad Kids All Bet,0.061919879168272,0.0070271398872137,0.2233510464429855,0.0898562893271446,,50,0.2484662576687117,fast
544,raise_a_suilen,Light a fire,raise_a_suilen,618.0,0.43,135.99917763157896,139.534883720928,268.53,,20.92,False,Light a fire,raise_a_suilen,269.0,,B,B,0.686,False,major,major,False,False,Light a fire,raise_a_suilen,major,Light a fire,raise_a_suilen,269.0,,3.18,10.85951328277588,-11.62492476284796,0,Light a fire,-11.908212661743164,-20.48183250427246,-9.622319221496582,4.994710445404053,5.922820091247559,3.809054374694824,6.839578628540039,1.1192957162857056,raise_a_suilen,269.0,,179,Light a fire,raise_a_suilen,269.0,,6.84,179,Light a fire,4.9499,4.2082,5.7635,0.6385,raise_a_suilen,1.0024120807647705,0.1337,0.9975938200950624,,269.0,,Light a fire,0.0104259802028536,8.814398461254314e-05,0.9420207142829896,0.3648965358734131,raise_a_suilen,269.0,,6.54,179,Light a fire,raise_a_suilen,269.0,,0.594207,179.0,Light a fire,0.9998611211776732,0.3585894703865051,0.9999969601631165,0.2656833827495575,raise_a_suilen,0.0008939793333411,0.0003892287495546,0.0029877398628741,0.0022943974472582,269.0,,1.75,135.0,-24.88,5.0,Light a fire,raise_a_suilen,269.0,,537,Light a fire,0.0416935496032238,0.0045508933253586,0.2375814318656921,0.0985479056835174,,28,0.1922676579925652,medium
545,raise_a_suilen,Embrace of light,raise_a_suilen,686.0,0.39,67.99958881578948,153.846153846148,271.69,,20.28,False,Embrace of light,raise_a_suilen,271.97,,A,A,0.327,False,minor,major,True,True,Embrace of light,raise_a_suilen,major,Embrace of light,raise_a_suilen,271.97,,2.5,10.314759254455566,-10.996354919865883,0,Embrace of light,-10.177913665771484,-19.14129447937012,-8.82653522491455,5.933763980865479,6.019962310791016,4.566275119781494,6.838085174560547,0.9427257776260376,raise_a_suilen,271.966625,,181,Embrace of light,raise_a_suilen,271.97,,7.62,181,Embrace of light,5.0335,4.3239,5.7016,0.512,raise_a_suilen,0.931525707244873,0.0228,1.0735076665878296,,271.97,,Embrace of light,0.0273334812372922,3.685456977109425e-05,0.9625577330589294,0.4000303745269775,raise_a_suilen,271.97,,7.63,181,Embrace of light,raise_a_suilen,271.97,,0.67867,181.0,Embrace of light,0.9999624490737916,0.9459549188613892,0.9999990463256836,0.2042281180620193,raise_a_suilen,0.0008616676786914,0.000442885531811,0.0017463128315284,0.0006776646478101,271.97,,1.74,136.0,-25.8,5.0,Embrace of light,raise_a_suilen,271.96666666666664,,542,Embrace of light,0.040923498570919,0.0048871091566979,0.1795082837343216,0.0804828330874443,,37,0.2156881805607166,medium
546,raise_a_suilen,OUTSIDER RODEO,raise_a_suilen,769.0,0.4,135.99917763157896,149.99999999999787,268.61,,20.2,True,OUTSIDER RODEO,raise_a_suilen,269.07,,E,G,0.514,False,minor,major,False,True,OUTSIDER RODEO,raise_a_suilen,major,OUTSIDER RODEO,raise_a_suilen,269.07,,2.2,2.849599838256836,-10.693087273206393,0,OUTSIDER RODEO,-10.520638465881348,-12.694634437561035,-9.8450345993042,5.070738315582275,7.110167026519775,6.3101348876953125,7.636882781982422,0.5763696432113647,raise_a_suilen,269.066625,,179,OUTSIDER RODEO,raise_a_suilen,269.07,,7.21,179,OUTSIDER RODEO,5.4429,4.2424,6.336,0.8549,raise_a_suilen,1.0427647829055786,0.2584,0.9589890837669371,,269.07,,OUTSIDER RODEO,4.83231042380794e-06,1.1224938845089129e-07,0.0002469512983225,0.0074615431949496,raise_a_suilen,269.07,,7.59,179,OUTSIDER RODEO,raise_a_suilen,269.07,,0.647643,179.0,OUTSIDER RODEO,0.996592938899994,0.4813056886196136,0.9998507499694824,0.2175259292125702,raise_a_suilen,0.0009862527949735,0.0005832400056533,0.0024235039018094,0.0024023840669542,269.07,,1.74,135.0,-19.6,5.0,OUTSIDER RODEO,raise_a_suilen,269.06666666666666,,537,OUTSIDER RODEO,0.0847754925489425,0.0059370249509811,0.2553375959396362,0.1034846156835556,,41,0.1690287282404665,medium
547,raise_a_suilen,JUST THE WAY I AM,raise_a_suilen,778.0,0.33,71.77734375,181.8181818181749,258.48,,19.17,False,JUST THE WAY I AM,raise_a_suilen,258.7,,D,D,0.503,False,minor,minor,False,True,JUST THE WAY I AM,raise_a_suilen,minor,JUST THE WAY I AM,raise_a_suilen,258.7,,2.5,2.782477378845215,-9.835844307109996,0,JUST THE WAY I AM,-9.85247802734375,-11.460074424743652,-8.677597045898438,3.0341241359710693,6.774864673614502,6.096530914306641,7.460659980773926,0.5713411569595337,raise_a_suilen,258.7,,172,JUST THE WAY I AM,raise_a_suilen,258.7,,7.24,172,JUST THE WAY I AM,5.0626,4.0,5.974,0.8056,raise_a_suilen,1.162987470626831,0.7462,0.8598545789718628,,258.7,,JUST THE WAY I AM,6.14846885582665e-06,1.163729450581741e-07,0.0001479621714679,0.0049823047593235,raise_a_suilen,258.7,,6.99,172,JUST THE WAY I AM,raise_a_suilen,258.7,,0.676831,172.0,JUST THE WAY I AM,0.9984135627746582,0.5827924013137817,0.9999597668647766,0.2117330878973007,raise_a_suilen,0.0008485908620059,0.0003809499612543,0.0016025163931772,0.0063871308229863,258.7,,1.68,130.0,-18.32,5.0,JUST THE WAY I AM,raise_a_suilen,258.7,,516,JUST THE WAY I AM,0.0878881141543388,0.0086754374206066,0.2472164332866668,0.0971560701727867,,41,0.0899884035562428,fast
548,raise_a_suilen,ラスハピーポー！,raise_a_suilen,654.0,0.31,184.5703125,193.548387096775,200.07,,15.34,False,ラスハピーポー！,raise_a_suilen,200.37,,D,D,0.768,False,major,major,False,False,ラスハピーポー！,raise_a_suilen,major,ラスハピーポー！,raise_a_suilen,200.37,,1.58,2.6054906845092773,-10.740699661384353,0,ラスハピーポー！,-10.65858554840088,-12.358356475830078,-9.7528657913208,5.655655860900879,6.777252197265625,5.951066017150879,7.404943466186523,0.6333153247833252,raise_a_suilen,200.366625,,133,ラスハピーポー！,raise_a_suilen,200.37,,5.64,133,ラスハピーポー！,5.7721,4.8553,6.4875,0.6805,raise_a_suilen,1.1887753009796145,0.8176,0.8412018418312073,,200.37,,ラスハピーポー！,0.0001396368606947,3.2968698633339955e-06,0.0051632826216518,0.0255958922207355,raise_a_suilen,200.37,,5.66,133,ラスハピーポー！,raise_a_suilen,200.37,,0.659077,133.0,ラスハピーポー！,0.9986634254455566,0.8324315547943115,0.9999879598617554,0.1615593135356903,raise_a_suilen,0.0011856912169605,0.0005292835412546,0.0039176200516521,0.0050935675390064,200.37,,1.26,101.0,-19.39,5.0,ラスハピーポー！,raise_a_suilen,200.36666666666667,,399,ラスハピーポー！,0.0751900523900985,0.0105530861765146,0.2185132652521133,0.0930954664945602,,26,0.0955248611374083,fast
549,raise_a_suilen,1/3の純情な感情 (Cover),raise_a_suilen,563.0,0.39,151.99908088235293,153.846153846148,222.42,,17.45,False,1/3の純情な感情 (Cover),raise_a_suilen,222.9,,F#,F#,0.412,False,major,major,False,True,1/3の純情な感情 (Cover),raise_a_suilen,major,1/3の純情な感情 (Cover),raise_a_suilen,222.9,,2.58,3.2197790145874023,-10.719113692609897,0,1/3の純情な感情 (Cover),-10.930675506591797,-12.793832778930664,-9.574053764343262,3.193387031555176,6.769112586975098,5.986654281616211,7.356569766998291,0.6580557227134705,raise_a_suilen,222.9,,148,1/3の純情な感情 (Cover),raise_a_suilen,222.9,,6.45,148,1/3の純情な感情 (Cover),5.4503,4.3401,6.1117,0.725,raise_a_suilen,1.0623407363891602,0.3374,0.9413174390792848,,222.9,,1/3の純情な感情 (Cover),1.0230294719804078e-05,7.142558615669259e-07,0.0019305329769849,0.1196207851171493,raise_a_suilen,222.9,,6.46,148,1/3の純情な感情 (Cover),raise_a_suilen,222.9,,0.675932,148.0,1/3の純情な感情 (Cover),0.9999698996543884,0.9243449568748474,0.9999991059303284,0.1708962321281433,raise_a_suilen,0.0009600706398487,0.0004796513530891,0.0018998577725142,0.0009747128351591,222.9,,1.41,112.0,-19.28,5.0,1/3の純情な感情 (Cover),raise_a_suilen,222.9,,444,1/3の純情な感情 (Cover),0.0505292788147926,0.0060629518702626,0.1668624728918075,0.0733190327882766,,31,0.0937640197397936,medium
550,raise_a_suilen,ヒトリノ夜 (Cover),raise_a_suilen,690.0,0.34,172.265625,176.47058823529235,237.51,,18.87,False,ヒトリノ夜 (Cover),raise_a_suilen,237.8,,F#,A#,0.485,True,major,minor,False,True,ヒトリノ夜 (Cover),raise_a_suilen,minor,ヒトリノ夜 (Cover),raise_a_suilen,237.8,,2.6,2.1456098556518555,-10.862621409338558,0,ヒトリノ夜 (Cover),-10.841679573059082,-12.10592555999756,-9.960315704345703,1.105626106262207,7.014077186584473,6.3599066734313965,7.549221515655518,0.5830095410346985,raise_a_suilen,237.8,,158,ヒトリノ夜 (Cover),raise_a_suilen,237.8,,6.18,158,ヒトリノ夜 (Cover),5.3842,4.3143,6.2553,0.7943,raise_a_suilen,1.19943368434906,0.8435,0.8337269425392151,,237.8,,ヒトリノ夜 (Cover),1.1845040717162192e-05,6.579231239811634e-07,0.0002512940263841,0.0064755845814943,raise_a_suilen,237.8,,6.11,158,ヒトリノ夜 (Cover),raise_a_suilen,237.8,,0.72694,158.0,ヒトリノ夜 (Cover),0.9998953342437744,0.7135868668556213,0.999997854232788,0.1874655187129974,raise_a_suilen,0.0007638394017703,0.000394035509089,0.0013646207517012,0.0003649332502391,237.8,,1.48,119.0,-19.49,5.0,ヒトリノ夜 (Cover),raise_a_suilen,237.8,,474,ヒトリノ夜 (Cover),0.0830289870500564,0.0134232016280293,0.2238086462020874,0.0875764042139053,,23,0.1148023549201009,fast
551,raise_a_suilen,激動 (Cover),raise_a_suilen,629.0,0.53,112.34714673913044,113.20754716981108,333.16,,26.03,False,激動 (Cover),raise_a_suilen,333.6,,B,B,0.457,False,minor,minor,False,False,激動 (Cover),raise_a_suilen,minor,激動 (Cover),raise_a_suilen,333.6,,4.14,8.959354400634766,-11.602619586963652,0,激動 (Cover),-11.46621799468994,-18.987625122070312,-10.028270721435549,3.727947473526001,6.492489337921143,5.201477527618408,7.531706809997559,0.9416186213493348,raise_a_suilen,333.6,,223,激動 (Cover),raise_a_suilen,333.6,,9.2,223,激動 (Cover),5.4062,3.9937,6.3173,0.9264,raise_a_suilen,1.082157850265503,0.4164,0.9240797758102416,,333.6,,激動 (Cover),8.081234227574896e-06,1.1675068378735889e-07,0.0040094926953315,0.0668302401900291,raise_a_suilen,333.6,,8.64,223,激動 (Cover),raise_a_suilen,333.6,,0.704459,223.0,激動 (Cover),0.996576488018036,0.4537554979324341,0.9999744296073914,0.2628646790981293,raise_a_suilen,0.0007890036213211,0.0004289083299227,0.0015022581210359,0.0006327924202196,333.6,,2.12,167.0,-24.36,5.0,激動 (Cover),raise_a_suilen,333.6,,666,激動 (Cover),0.0554435476660728,0.0071739656850695,0.2129748165607452,0.0925972387194633,,35,0.1194244604316547,medium
552,raise_a_suilen,メギツネ (Cover),raise_a_suilen,575.0,0.42,112.34714673913044,142.85714285714226,250.82,,18.54,False,メギツネ (Cover),raise_a_suilen,250.83,,F,F,0.451,False,minor,minor,False,False,メギツネ (Cover),raise_a_suilen,minor,メギツネ (Cover),raise_a_suilen,250.83,,2.56,2.679231643676758,-10.639038284689365,0,メギツネ (Cover),-11.013988494873049,-12.115657806396484,-9.436426162719728,4.164731979370117,6.65673828125,5.889733791351318,7.213784694671631,0.5380105972290039,raise_a_suilen,250.8333125,,167,メギツネ (Cover),raise_a_suilen,250.83,,7.37,167,メギツネ (Cover),4.1434,2.8495,5.2092,0.9432,raise_a_suilen,1.0498697757720947,0.2872,0.9524990916252136,,250.83,,メギツネ (Cover),9.263059155273368e-07,5.554901871818174e-09,6.612959259655327e-05,0.0069196200929582,raise_a_suilen,250.83,,6.05,167,メギツネ (Cover),raise_a_suilen,250.83,,0.750306,167.0,メギツネ (Cover),0.9923313856124878,0.7096810340881348,0.999870240688324,0.1605030298233032,raise_a_suilen,0.0009481011074967,0.0004631462506949,0.0017361913342028,0.0007749436190351,250.83,,1.44,126.0,-17.89,5.0,メギツネ (Cover),raise_a_suilen,250.8333333333333,,500,メギツネ (Cover),0.0650428831577301,0.0073870485648512,0.2055482864379882,0.0797803327441215,,33,0.0616345412567208,medium
553,raise_a_suilen,Bling-Bang-Bang-Born (Cover),raise_a_suilen,441.0,0.38,151.99908088235293,157.89473684210495,168.35,,14.04,False,Bling-Bang-Bang-Born (Cover),raise_a_suilen,168.7,,F,F,0.633,False,minor,minor,False,False,Bling-Bang-Bang-Born (Cover),raise_a_suilen,minor,Bling-Bang-Bang-Born (Cover),raise_a_suilen,168.7,,1.8,1.91572380065918,-11.09772634781026,0,Bling-Bang-Bang-Born (Cover),-10.915803909301758,-12.238277435302734,-10.322553634643556,1.160760760307312,7.020607948303223,6.160101890563965,7.59880256652832,0.5883147120475769,raise_a_suilen,168.7,,112,Bling-Bang-Bang-Born (Cover),raise_a_suilen,168.7,,3.96,112,Bling-Bang-Bang-Born (Cover),5.3356,4.7225,5.9367,0.5369,raise_a_suilen,1.4194453954696655,0.9894,0.7045004963874817,,168.7,,Bling-Bang-Bang-Born (Cover),7.000464279371954e-07,4.6367684802817166e-08,0.0002147400518879,0.0005570209468714,raise_a_suilen,168.7,,3.64,112,Bling-Bang-Bang-Born (Cover),raise_a_suilen,168.7,,0.793852,112.0,Bling-Bang-Bang-Born (Cover),0.9944249391555786,0.8672890067100525,0.9999800324440002,0.0665544420480728,raise_a_suilen,0.0009156020241789,0.0005427997093647,0.0014547791797667,0.0004226909368298,168.7,,0.83,85.0,-22.12,5.0,Bling-Bang-Bang-Born (Cover),raise_a_suilen,168.7,,336,Bling-Bang-Bang-Born (Cover),0.132711112499237,0.0396663695573806,0.2774117588996887,0.0921536460518837,,32,0.2513337285121517,medium
554,raise_a_suilen,第六感 (Cover),raise_a_suilen,431.0,0.45,135.99917763157896,133.33333333333408,192.82,,15.54,False,第六感 (Cover),raise_a_suilen,193.27,,E,E,0.441,False,minor,minor,False,False,第六感 (Cover),raise_a_suilen,minor,第六感 (Cover),raise_a_suilen,193.27,,1.92,3.769874572753906,-10.136061131586802,0,第六感 (Cover),-10.07692050933838,-12.621227264404297,-8.85135269165039,1.6471906900405884,6.798042297363281,6.060366630554199,7.669355392456055,0.6498127579689026,raise_a_suilen,193.266625,,128,第六感 (Cover),raise_a_suilen,193.27,,5.23,128,第六感 (Cover),5.7612,4.6729,6.6344,0.7656,raise_a_suilen,1.1576697826385498,0.7249,0.8638042211532593,,193.27,,第六感 (Cover),2.425322600174696e-05,1.782174336995013e-07,0.0017804305534809,0.080338604748249,raise_a_suilen,193.27,,5.2,128,第六感 (Cover),raise_a_suilen,193.27,,0.637225,128.0,第六感 (Cover),0.999968647956848,0.9943765997886658,0.9999987483024596,0.0605552233755588,raise_a_suilen,0.0008885347633622,0.0005445499555207,0.001637729932554,0.00053943839157,193.27,,0.9,97.0,-20.25,5.0,第六感 (Cover),raise_a_suilen,193.26666666666668,,385,第六感 (Cover),0.118998534977436,0.0263198912143707,0.2800233960151672,0.1012365445494651,,28,0.2472231537574213,medium
555,raise_a_suilen,革命道中 (Cover),raise_a_suilen,615.0,0.32,103.359375,187.49999999999983,197.98,,15.54,False,革命道中 (Cover),raise_a_suilen,198.17,,E,B,0.505,True,minor,minor,False,True,革命道中 (Cover),raise_a_suilen,minor,革命道中 (Cover),raise_a_suilen,198.17,,1.79,5.022731781005859,-11.011554572409338,0,革命道中 (Cover),-11.334612846374512,-14.279220581054688,-9.256488800048828,5.0836052894592285,6.675373554229736,4.9441399574279785,7.430646419525146,0.9078112840652466,raise_a_suilen,198.166625,,132,革命道中 (Cover),raise_a_suilen,198.17,,5.47,132,革命道中 (Cover),5.5407,4.4968,6.3293,0.6991,raise_a_suilen,1.0808428525924685,0.4012,0.9252039194107056,,198.17,,革命道中 (Cover),7.084777462296188e-05,1.901829705275304e-06,0.0328079834580421,0.1039617806673049,raise_a_suilen,198.17,,5.16,132,革命道中 (Cover),raise_a_suilen,198.17,,0.632299,132.0,革命道中 (Cover),0.9999514818191528,0.9677304029464722,0.9999986886978148,0.0846387147903442,raise_a_suilen,,,,,,,0.96,,-21.21,5.0,革命道中 (Cover),raise_a_suilen,198.16666666666663,,395,革命道中 (Cover),0.0839642435312271,0.0134937902912497,0.269487977027893,0.0997300893068313,,21,0.4059208992934293,fast
556,raise_a_suilen,Get Wild (Cover),raise_a_suilen,445.0,0.45,129.19921875,133.3333333333346,199.16,,15.84,False,Get Wild (Cover),raise_a_suilen,199.63,,F,F,0.426,False,minor,major,True,True,Get Wild (Cover),raise_a_suilen,major,Get Wild (Cover),raise_a_suilen,199.63,,1.93,3.0340499877929688,-9.83094078891965,0,Get Wild (Cover),-9.68724536895752,-11.922101974487305,-8.888051986694336,4.961912631988525,6.892185211181641,5.196452617645264,7.531796455383301,0.9298420548439026,raise_a_suilen,199.626625,,133,Get Wild (Cover),raise_a_suilen,199.63,,5.64,133,Get Wild (Cover),4.8393,3.9941,5.5603,0.623,raise_a_suilen,1.0390772819519043,0.2492,0.9623923301696776,,199.63,,Get Wild (Cover),1.2803050140064445e-06,3.4922347680321764e-08,0.0009823632426559,0.0356301218271255,raise_a_suilen,199.63,,5.53,133,Get Wild (Cover),raise_a_suilen,199.63,,0.675779,133.0,Get Wild (Cover),0.999948024749756,0.8369027376174927,0.9999975562095642,0.1913864314556121,raise_a_suilen,0.0010292596416547,0.0005135889514349,0.0017075322102755,0.0006952725816518,199.63,,1.29,100.0,-19.6,5.0,Get Wild (Cover),raise_a_suilen,199.6266666666667,,398,Get Wild (Cover),0.1022735014557838,0.0144010400399565,0.2841349840164184,0.1093454286456108,,20,0.0,medium
557,raise_a_suilen,ボッカデラべリタ (Cover),raise_a_suilen,572.0,0.35,123.046875,171.4285714285707,201.59,,16.8,False,ボッカデラべリタ (Cover),raise_a_suilen,201.84,,D,D,0.577,False,minor,major,True,True,ボッカデラべリタ (Cover),raise_a_suilen,major,ボッカデラべリタ (Cover),raise_a_suilen,201.84,,1.95,2.146397590637207,-10.399119605067318,0,ボッカデラべリタ (Cover),-10.543622970581056,-11.524593353271484,-9.378195762634276,0.835943877696991,6.349400997161865,4.555871486663818,7.245479583740234,1.010236740112305,raise_a_suilen,201.84,,134,ボッカデラべリタ (Cover),raise_a_suilen,201.84,,4.83,134,ボッカデラべリタ (Cover),5.4052,2.5141,6.4472,1.554,raise_a_suilen,1.2024033069610596,0.8495,0.8316676616668701,,201.84,,ボッカデラべリタ (Cover),1.7687747458694503e-05,4.353093885356429e-09,0.001660173642449,0.0016757156699895,raise_a_suilen,201.84,,5.13,134,ボッカデラべリタ (Cover),raise_a_suilen,201.84,,0.756691,134.0,ボッカデラべリタ (Cover),0.9992246627807616,0.0799957662820816,0.9999889731407166,0.365760862827301,raise_a_suilen,0.0006483211764134,0.0003104027418885,0.0012597787426784,0.000451904896181,201.84,,1.29,101.0,-17.8,5.0,ボッカデラべリタ (Cover),raise_a_suilen,201.84,,402,ボッカデラべリタ (Cover),0.0544905066490173,0.0087467636913061,0.1749785542488098,0.0765879675745964,,19,0.1925287356321839,fast
