idx,official_bpm,ratio,octave_class,m1-bpm_madmom,m1-tempo_category,official_category,category_flipped
508,188.0,0.9973404255319362,,187.500000000004,fast,fast,False
509,188.0,0.9973404255319362,,187.500000000004,fast,fast,False
510,200.0,1.0000000000000009,,200.0000000000001,fast,fast,False
511,170.0,1.0084033613445336,,171.4285714285707,fast,fast,False
512,155.0,0.9925558312655072,,153.8461538461536,medium,medium,False
513,205.0,1.0092514718250414,,206.89655172413347,fast,fast,False
514,203.0,0.5009601736661906,half(0.5x),101.6949152542367,medium,fast,True
515,148.0,1.0135135135134992,,149.99999999999787,medium,medium,False
516,180.0,1.0101010101009718,,181.8181818181749,fast,fast,False
517,176.0,1.002673796791434,,176.47058823529235,fast,fast,False
518,174.0,1.0141987829614505,,176.47058823529235,fast,fast,False
519,138.0,0.9881422924901236,,136.36363636363706,medium,medium,False
520,180.0,1.0101010101009718,,181.8181818181749,fast,fast,False
521,172.0,0.9966777408638036,,171.4285714285742,fast,fast,False
522,158.0,0.9993337774816908,,157.89473684210716,medium,medium,False
523,180.0,1.0101010101009718,,181.8181818181749,fast,fast,False
524,215.0,0.9966777408637836,,214.28571428571345,boost,boost,False
526,180.0,1.0101010101009718,,181.8181818181749,fast,fast,False
527,140.0,0.9966777408637716,,139.534883720928,medium,medium,False
533,136.0,1.002673796791449,,136.36363636363706,medium,medium,False
534,200.0,1.0000000000000095,,200.0000000000019,fast,fast,False
535,195.0,0.9925558312655016,,193.5483870967728,fast,fast,False
536,190.0,0.6718924972004494,,127.6595744680854,medium,fast,True
537,190.0,0.986842105263179,,187.500000000004,fast,fast,False
538,190.0,0.986842105263179,,187.500000000004,fast,fast,False
540,204.0,1.0141987829613888,,206.89655172412333,fast,fast,False
541,190.0,1.0186757215619622,,193.5483870967728,fast,fast,False
542,200.0,1.0000000000000036,,200.0000000000007,fast,fast,False
543,170.0,1.0084033613445336,,171.4285714285707,fast,fast,False
544,138.0,1.011122345803826,,139.534883720928,medium,medium,False
545,76.0,2.024291497975632,double(2x),153.846153846148,medium,slow,True
546,148.0,1.0135135135134992,,149.99999999999787,medium,medium,False
547,180.0,1.0101010101009718,,181.8181818181749,fast,fast,False
548,196.0,0.9874917709019132,,193.548387096775,fast,fast,False
549,152.0,1.0121457489878158,,153.846153846148,medium,medium,False
550,174.0,1.0141987829614505,,176.47058823529235,fast,fast,False
551,113.0,1.001836700617797,,113.20754716981108,medium,medium,False
552,142.0,1.0060362173038189,,142.85714285714226,medium,medium,False
553,157.0,1.0056989607777385,,157.89473684210495,medium,medium,False
554,134.0,0.995024875621896,,133.33333333333408,medium,medium,False
555,186.0,1.0080645161290314,,187.49999999999983,fast,fast,False
556,134.0,0.9950248756219,,133.3333333333346,medium,medium,False
558,150.0,0.9999999999999858,,149.99999999999787,medium,medium,False
559,160.0,1.0135135135135012,,162.16216216216017,fast,fast,False
560,191.0,1.0133423408208,,193.5483870967728,fast,fast,False
561,155.0,1.0186757215619695,,157.89473684210526,medium,medium,False
562,170.0,1.0084033613445336,,171.4285714285707,fast,fast,False
563,200.0,1.0000000000000036,,200.0000000000007,fast,fast,False
564,142.0,1.006036217303785,,142.85714285713743,medium,medium,False
565,142.0,1.9206145966709445,double(2x),272.7272727272741,boost,medium,True
566,192.0,1.0080645161290251,,193.5483870967728,fast,fast,False
567,130.0,1.0033444816053336,,130.43478260869338,medium,medium,False
568,100.0,1.0000000000000098,,100.00000000000097,medium,medium,False
569,185.0,1.01351351351349,,187.49999999999568,fast,fast,False
570,180.0,1.0101010101009718,,181.8181818181749,fast,fast,False
571,185.0,1.0135135135134448,,187.49999999998727,fast,fast,False
572,135.0,1.932367149758421,double(2x),260.8695652173868,boost,medium,True
573,143.0,0.9990009990009948,,142.85714285714226,medium,medium,False
574,190.0,0.986842105263179,,187.500000000004,fast,fast,False
575,170.0,1.0084033613445336,,171.4285714285707,fast,fast,False
576,144.0,0.9920634920635216,,142.85714285714712,medium,medium,False
577,182.0,0.999000999001004,,181.81818181818275,fast,fast,False
578,190.0,0.986842105263179,,187.500000000004,fast,fast,False
579,187.0,1.002673796791444,,187.5,fast,fast,False
580,85.0,0.9942004971002772,,84.50704225352357,slow,slow,False
581,195.0,0.9925558312655016,,193.5483870967728,fast,fast,False
582,188.0,0.9973404255319362,,187.500000000004,fast,fast,False
583,192.0,1.0080645161290251,,193.5483870967728,fast,fast,False
584,150.0,0.9999999999999858,,149.99999999999787,medium,medium,False
585,182.0,0.999000999001004,,181.81818181818275,fast,fast,False
586,114.0,2.0242914979756685,double(2x),230.76923076922623,boost,medium,True
587,205.0,1.0092514718250414,,206.89655172413347,fast,fast,False
589,123.0,0.9955201592832358,,122.448979591838,medium,medium,False
591,190.0,0.986842105263179,,187.500000000004,fast,fast,False
592,160.0,0.9868421052631696,,157.89473684210716,medium,fast,True
593,185.0,0.9828009828010302,,181.8181818181906,fast,fast,False
594,198.0,1.0101010101009718,,199.9999999999924,fast,fast,False
595,174.0,1.0141987829614505,,176.47058823529235,fast,fast,False
596,185.0,1.01351351351349,,187.49999999999568,fast,fast,False
597,190.0,0.986842105263179,,187.500000000004,fast,fast,False
598,150.0,0.9999999999999858,,149.99999999999787,medium,medium,False
599,178.0,0.9914077990746866,,176.4705882352942,fast,fast,False
600,175.0,1.0084033613445278,,176.47058823529235,fast,fast,False
601,160.0,0.9868421052631696,,157.89473684210716,medium,fast,True
602,185.0,1.01351351351349,,187.49999999999568,fast,fast,False
603,122.0,1.003680160588807,,122.44897959183446,medium,medium,False
604,159.0,0.9930486593843216,,157.89473684210716,medium,medium,False
605,180.0,1.0101010101009718,,181.8181818181749,fast,fast,False
606,191.0,1.0133423408208,,193.5483870967728,fast,fast,False
607,120.0,1.0,,120.0,medium,medium,False
608,186.0,1.0080645161290314,,187.49999999999983,fast,fast,False
609,192.0,1.0080645161290251,,193.5483870967728,fast,fast,False
610,190.0,0.986842105263179,,187.500000000004,fast,fast,False
611,193.0,1.0028413839211026,,193.5483870967728,fast,fast,False
612,153.0,1.0055304172951216,,153.8461538461536,medium,medium,False
613,230.0,0.5016722408026795,half(0.5x),115.38461538461628,medium,boost,True
614,195.0,0.9925558312655016,,193.5483870967728,fast,fast,False
615,154.0,0.9990009990009976,,153.8461538461536,medium,medium,False
616,182.0,0.999000999001004,,181.81818181818275,fast,fast,False
617,185.0,1.01351351351349,,187.49999999999568,fast,fast,False
618,104.0,0.9946949602122046,,103.44827586206928,medium,medium,False
619,200.0,1.0000000000000022,,200.00000000000043,fast,fast,False
620,174.0,1.0141987829614505,,176.47058823529235,fast,fast,False
621,178.0,0.9914077990746866,,176.4705882352942,fast,fast,False
622,196.0,0.9874917709019132,,193.548387096775,fast,fast,False
623,189.0,0.9920634920635132,,187.500000000004,fast,fast,False
624,160.0,1.0135135135135012,,162.16216216216017,fast,fast,False
625,200.0,0.999999999999962,,199.9999999999924,fast,fast,False
626,195.0,0.9925558312655016,,193.5483870967728,fast,fast,False
627,195.0,0.9925558312655016,,193.5483870967728,fast,fast,False
628,125.0,0.9999999999999992,,124.99999999999989,medium,medium,False
629,148.0,0.9887936717205092,,146.34146341463537,medium,medium,False
630,193.0,1.0028413839211026,,193.5483870967728,fast,fast,False
631,193.0,1.0028413839211026,,193.5483870967728,fast,fast,False
632,195.0,0.9925558312655016,,193.5483870967728,fast,fast,False
633,113.0,1.001836700617797,,113.20754716981108,medium,medium,False
634,183.0,0.9935419771485396,,181.81818181818275,fast,fast,False
635,200.0,1.0000000000000095,,200.0000000000019,fast,fast,False
636,156.0,1.0121457489877907,,157.89473684209534,medium,medium,False
637,182.0,0.999000999001004,,181.81818181818275,fast,fast,False
638,90.0,1.9607843137254704,double(2x),176.47058823529235,fast,medium,True
639,108.0,0.9920634920634944,,107.1428571428574,medium,medium,False
640,140.0,0.9966777408637876,,139.53488372093028,medium,medium,False
641,134.0,0.9950248756219,,133.3333333333346,medium,medium,False
642,186.0,1.0080645161290314,,187.49999999999983,fast,fast,False
643,140.0,0.9966777408637716,,139.534883720928,medium,medium,False
644,195.0,0.9925558312655016,,193.5483870967728,fast,fast,False
645,155.0,0.9925558312655436,,153.84615384615924,medium,medium,False
646,130.0,1.0033444816053336,,130.43478260869338,medium,medium,False
647,147.0,0.9955201592832338,,146.34146341463537,medium,medium,False
648,167.0,0.9980039920159696,,166.66666666666694,fast,fast,False
649,145.0,1.0092514718250365,,146.34146341463028,medium,medium,False
650,175.0,1.0084033613445278,,176.47058823529235,fast,fast,False
651,205.0,1.0092514718250414,,206.89655172413347,fast,fast,False
652,142.0,1.0060362173038189,,142.85714285714226,medium,medium,False
653,138.0,1.011122345803826,,139.534883720928,medium,medium,False
655,206.0,1.00435219283555,,206.89655172412333,fast,fast,False
656,167.0,0.9980039920159696,,166.66666666666694,fast,fast,False
657,168.0,0.9920634920635328,,166.6666666666735,fast,fast,False
658,156.0,0.986193293885636,,153.84615384615924,medium,medium,False
659,166.0,1.0040160642570295,,166.66666666666694,fast,fast,False
