idx,band,song,duration_sec,crowd_median,crowd_p10,crowd_p90,crowd_std,noise_floor_db,rt60_est_sec,n_patches,extract_sec,error
66,afterglow,サムライハート（Some Like It Hot!!） (Cover),190.63,0.0010981985833495855,0.0006153705762699246,0.00209805928170681,0.005947505589574575,-18.73,5.0,96,0.99,
67,afterglow,ベノム (Cover),198.5,0.0008413044270128012,0.0004884060472249985,0.0018275745678693056,0.0005330842104740441,-19.48,5.0,100,0.83,
68,afterglow,Don't say “lazy” (Cover),275.67,0.000721207819879055,0.0004274859675206244,0.0012390943011268973,0.0002975420793518424,-19.74,5.0,138,1.26,
69,afterglow,Part of the Life,88.66,0.0007839759346097708,0.0004390486574266106,0.0019139352953061461,0.0014897608198225498,-16.86,5.0,45,0.42,
70,afterglow,Punchline Halloween!!!,,,,,,-19.08,5.0,,0.99,
71,afterglow,I love your way！,263.7,0.0009149486431851983,0.0004987684078514576,0.0016204582061618567,0.000615171913523227,-17.3,5.0,132,1.19,
72,ave_mujica,KiLLKiSS,208.77,0.0005596955306828022,0.0003235891635995358,0.0011050496250391006,0.00035526021383702755,-29.87,5.0,105,0.86,
73,ave_mujica,"Georgette Me, Georgette You",234.68,0.000618248013779521,0.0003169813717249781,0.0012188042746856809,0.0011343553196638823,-26.09,5.0,118,1.0,
74,ave_mujica,Imprisoned XII,,,,,,-32.73,5.0,,0.76,
75,ave_mujica,Crucifix X,299.0,0.0006312357727438211,0.0002805541444104165,0.001454057521186769,0.0005933574284426868,-22.94,5.0,150,1.31,
76,ave_mujica,八芒星ダンス,231.55,0.0006240596994757652,0.0003056847199331969,0.0012990159448236227,0.0007786135538481176,-24.28,5.0,116,1.02,
77,ave_mujica,顔,,,,,,-15.58,5.0,,1.19,
78,ave_mujica,天球のMúsica,280.33,0.0006484225741587579,0.00038724602200090885,0.001182149164378643,0.00032491987803950906,-21.26,5.0,141,1.33,
79,ave_mujica,黒のバースデイ,,,,,,-30.59,5.0,,1.03,
80,ave_mujica,ふたつの月 ~Deep Into The Forest~,304.92,0.00042724795639514923,0.0002513948711566627,0.0007883504149504006,0.0002595950791146606,-25.62,5.0,153,1.3,
81,ave_mujica,Choir ‘S’ Choir,,,,,,-26.21,5.0,,1.39,
82,ave_mujica,神さま、バカ,223.98,0.000642651692032814,0.00038041151128709316,0.0011346280807629228,0.001286198734305799,-22.55,5.0,112,1.09,
83,ave_mujica,Mas?uerade Rhapsody Re?uest,249.79,0.000550865544937551,0.000323246989864856,0.0010451901471242309,0.00036173316766507924,-20.67,5.0,125,1.06,
84,ave_mujica,Ave Mujica,277.99,0.0008015923085622489,0.00044855516171082854,0.001424107700586319,0.0010260384296998382,-69.25,5.0,139,1.15,
85,ave_mujica,Symbol I : △,,,,,,-14.7,5.0,,1.41,
86,ave_mujica,Symbol II : Air,212.81,0.0005471658078022301,0.00029659157735295594,0.0009879730641841888,0.0004805992357432842,-14.21,5.0,107,1.07,
87,ave_mujica,Symbol III : ▽,256.93,0.0007476573809981346,0.0004003993817605078,0.001391701865941286,0.00040125526720657945,-22.82,5.0,129,1.15,
88,ave_mujica,Symbol IV : Earth,239.14,0.000632162787951529,0.0002904463035520166,0.0014762916835024953,0.0006462636520154774,-17.19,5.0,120,1.13,
89,ave_mujica,Ether,285.69,0.000627451459877193,0.00029388355324044824,0.0013660098193213344,0.0008443589322268963,-19.82,5.0,143,1.35,
90,ave_mujica,The Whole Blue World,257.3,0.0005139257409609854,0.00032261214801110327,0.00134965218603611,0.0010255470406264067,-18.62,5.0,129,1.23,
91,ave_mujica,in your blue eyes,222.77,0.0006103693740442395,0.0003189308918081224,0.0014030294260010123,0.0006910257507115602,-32.12,5.0,112,1.06,
92,ave_mujica,素晴らしき世界 でも どこにもない場所,269.5,0.000693758309353143,0.0002536128740757704,0.001274523907341063,0.0005587887135334313,-19.72,5.0,135,1.25,
93,ave_mujica,Angles,275.08,0.000606041750870645,0.00033111998345702887,0.001095543964765966,0.0003558228490874171,-25.34,5.0,138,1.35,
94,ave_mujica,DIVINE,257.63,0.0008411930757574737,0.00028551192372106016,0.0018367348238825798,0.0008229892118833959,-14.31,5.0,129,1.22,
95,ave_mujica,Sophie,197.01,0.00056596560170874,0.00035434006713330746,0.0011242561740800738,0.0005076645174995065,-21.35,5.0,99,0.87,
96,ave_mujica,‘S/’ The Way,227.45,0.0006228289566934109,0.0003463038301561028,0.0010866705561056733,0.004534466192126274,-15.45,5.0,114,1.03,
97,ave_mujica,碧い瞳の中に,223.96,0.0006288256263360381,0.00031730160117149353,0.001394393970258534,0.0004886130336672068,-33.28,5.0,112,1.04,
98,ave_mujica,堕天 (Cover),183.79,0.0006957746809348464,0.0004044101806357503,0.0011630462249740958,0.00041648087790235877,-16.86,5.0,92,0.89,
99,ave_mujica,KINGS (Cover),317.63,0.0007480198983103037,0.00033716371399350464,0.0013898464385420084,0.0004257457621861249,-16.5,5.0,159,1.48,
100,ave_mujica,暗黒天国 (Cover),265.32,0.0006561008631251752,0.0003449426149018109,0.001127462717704475,0.00036813694168813527,-19.03,5.0,133,1.29,
101,various_artists,Don't be afraid!,238.8,0.0007046362152323127,0.00040053471457213163,0.0011767789255827665,0.0003725877031683922,-19.13,5.0,120,1.14,
102,various_artists,Glee! Glee! Glee!,211.83,0.0007321907323785126,0.00038729480002075434,0.00118732126429677,0.0003247639397159219,-20.63,5.0,106,1.03,
103,various_artists,"Be shine, shining!",96.33,0.0006931987591087818,0.00035170017508789897,0.0011371186701580882,0.00030140980379655957,-20.96,5.0,49,0.39,
104,various_artists,"Here, the world",263.24,0.000974891590885818,0.0005953667568974197,0.0018203846411779523,0.0005579722346737981,-19.66,5.0,132,1.06,
105,various_artists,CiRCLE THANKS MUSiC♪,313.7,0.001273679779842496,0.0005930985207669437,0.003807423636317253,0.0018358604284003377,-18.86,5.0,157,1.34,
106,hello_happy_world,キミがいなくちゃっ！,243.77,0.0007378545706160367,0.0003697605861816555,0.0011882977560162544,0.00037048602825962007,-19.58,5.0,122,0.97,
107,hello_happy_world,ハイファイブ∞あどべんちゃっ,272.43,0.0007455871091224253,0.00040403130697086453,0.0012515626149252057,0.0003499326703604311,-19.83,5.0,137,1.6,
108,hello_happy_world,スマイルブーケで た〜まや〜！,271.97,0.0007042210781946778,0.00033976498525589705,0.0011784126982092857,0.00038802350172773004,-19.01,5.0,136,1.33,
109,hello_happy_world,えがお･シング･あ･ソング,249.2,0.0010073394514620304,0.0004606200964190066,0.0021107413340359926,0.001241806661710143,-20.95,5.0,125,1.38,
110,hello_happy_world,YAPPY! SCHOOL CARNIVAL☆彡,235.2,0.0008225329220294952,0.0004897664184682071,0.0013221587287262082,0.0005656324210576713,-20.18,5.0,118,1.51,
111,hello_happy_world,にこ×にこ=ハイパースマイルパワー！,233.3,0.0008673302945680916,0.0005158805288374424,0.0016469109104946256,0.004275007639080286,-18.68,5.0,117,1.02,
112,hello_happy_world,ないすみちゅっ！,257.2,0.0009300223900936544,0.00046754194772802293,0.0017541424604132771,0.001323251985013485,-20.03,5.0,129,1.16,
113,hello_happy_world,ゴーカ！ごーかい！？ファントムシーフ！,219.84,0.000888242619112134,0.00044664079905487597,0.0020139552652835846,0.007036941591650248,-19.4,5.0,110,0.96,
114,hello_happy_world,うぃーきゃん☆フレフレっ！,239.64,0.0006397831020876765,0.0004271082580089569,0.0010766413761302829,0.0003378120600245893,-19.87,5.0,120,1.08,
115,hello_happy_world,えがおのオーケストラっ！,,,,,,-24.2,5.0,,1.11,
116,hello_happy_world,にこにこねくと！,250.64,0.0010108125861734152,0.0003706773277372122,0.0018388464814051986,0.001157209393568337,-22.0,5.0,126,1.18,
117,hello_happy_world,ふぁいぶスマイル◯オールインっ！,,,,,,-20.42,5.0,,1.08,
118,hello_happy_world,せかいのっびのびトレジャー！,212.7,0.0008617506246082485,0.0004537286004051566,0.0025674214120954275,0.004446885082870722,-19.17,5.0,107,0.95,
119,hello_happy_world,きらっ☆と キミフェス！,231.07,0.0008026891155168414,0.0003995646256953478,0.0012293779291212559,0.0003726168069988489,-25.23,5.0,116,1.11,
120,hello_happy_world,うちゃパ！で ぱっぴかポーんっ！,217.77,0.000760563591029495,0.00043765833834186196,0.0012239031493663788,0.0003478211001493037,-19.69,5.0,109,0.97,
121,hello_happy_world,はれやか すこやか ぴかりんりん♪,256.37,0.0010810462990775704,0.00044263905147090554,0.0024991543032228947,0.0018732249736785889,-19.68,5.0,129,1.17,
122,hello_happy_world,ふわふわ☆ゆめいろサンドイッチ,292.0,0.0008431353489868343,0.0003804001025855541,0.002457724418491125,0.0015622618375346065,-21.24,5.0,146,1.27,
123,hello_happy_world,Happy! Happier! Happiest!,242.9,0.0007990874582901597,0.00041333879926241934,0.0019919690676033497,0.0015838112449273467,-21.5,5.0,122,1.06,
124,hello_happy_world,現るっ！大怪盗ハロハッピー！,,,,,,-19.13,5.0,,0.91,
125,hello_happy_world,わちゃ・もちゃ・ぺったん行進曲,233.2,0.000688890169840306,0.000440571311628446,0.001388299628160894,0.004142858553677797,-18.91,5.0,117,0.95,
126,hello_happy_world,おもいでイルミネーション,252.7,0.0010806372156366706,0.00042158557334914804,0.0019133408786728978,0.0006683446117676795,-19.63,5.0,127,0.99,
127,hello_happy_world,おもいやりハーモニー,231.5,0.0006559283938258886,0.00030578370206058025,0.0013389290543273091,0.0004684220184572041,-22.9,5.0,116,1.06,
128,hello_happy_world,ハピネスっ！ハピィーマジカルっ♪,210.6,0.0008569557685405016,0.0004272783698979765,0.0014590243808925152,0.0010572393657639623,-20.23,5.0,106,0.98,
129,hello_happy_world,えがお、あーゆーれでぃ???,,,,,,-20.86,5.0,,0.91,
130,hello_happy_world,ハッピーサマーウェディング,284.67,0.000808565120678395,0.00036136992275714874,0.001550193876028061,0.0008309062686748803,-19.78,5.0,143,1.12,
131,hello_happy_world,ひまわりの約束,307.3,0.0007013353751972318,0.0003670890291687101,0.001113620586693287,0.00036167315556667745,-27.0,5.0,154,1.24,
132,hello_happy_world,ハッピー☆マテリアル,225.03,0.0006735030910931528,0.00032624753657728434,0.0011296924203634262,0.0003430562501307577,-20.36,5.0,113,0.95,
133,hello_happy_world,太陽曰く燃えよカオス,239.2,0.0010190183529630303,0.0006015608669258654,0.0028398067224770784,0.0024847781751304865,-19.96,5.0,120,1.02,
134,hello_happy_world,エクストラ・マジック・アワー,255.3,0.000824889400973916,0.00045410433085635304,0.0016859405441209674,0.0008165219333022833,-19.38,5.0,128,1.07,
135,hello_happy_world,コレカラ,214.93,0.0007428221870213747,0.00042548152850940824,0.0011217379942536354,0.00026899209478870034,-20.44,5.0,108,0.85,
136,hello_happy_world,全力少年,241.8,0.0007008440443314612,0.0003736560174729675,0.0011944853467866778,0.0003291000030003488,-20.86,5.0,121,1.0,
137,hello_happy_world,オレンジ,278.4,0.0007736631669104099,0.0004278876876924187,0.0014004235854372382,0.0004167917650192976,-24.97,5.0,140,1.26,
138,hello_happy_world,Happy Girl,,,,,,-23.45,5.0,,1.19,
139,hello_happy_world,ン・パカマーチ,156.0,0.0007811062969267368,0.00037703561247326434,0.001299541094340384,0.0003743362904060632,-24.42,5.0,78,0.71,
140,hello_happy_world,サンバロハッピ〜！,216.5,0.0010447626700624824,0.00040235562482848763,0.003051195526495576,0.023372212424874306,-20.74,5.0,109,1.06,
141,hello_happy_world,ボクらの夏's☆ショーたいむっ！！,206.8,0.0007744067115709186,0.00036444771103560925,0.0013154468033462763,0.0003609255945775658,-19.78,5.0,104,0.89,
142,hello_happy_world,むすんでわらって,241.97,0.000752139138057828,0.0004138229414820671,0.0014228308573365211,0.0004280798020772636,-22.42,5.0,121,1.02,
143,hello_happy_world,キミを れっつ・はぶ・ふぁん♪,235.0,0.0007771974778734148,0.00038404783117584884,0.0013327236520126462,0.00036779820220544934,-18.51,5.0,118,0.89,
144,hello_happy_world,らいふ・いず・みゅーじかるっ♪♪♪,237.7,0.0009845647728070617,0.00044084805995225906,0.002400953322649002,0.0010438115568831563,-19.67,5.0,119,0.83,
145,hello_happy_world,れっつ・スマイル・すとり〜みんぐっ♪,227.63,0.000771542196162045,0.0004413175629451871,0.001250006491318345,0.000618946913164109,-19.5,5.0,114,0.97,
146,hello_happy_world,やっほー！いっぽ！わんだふぉー！,212.33,0.0007830138201825321,0.00047806373913772404,0.0012448510387912393,0.0011292228009551764,-18.77,5.0,107,0.99,
147,hello_happy_world,とーくとぅみー・とーくとぅゆー,208.57,0.0007009324617683887,0.00038060545921325684,0.0013976562768220901,0.0008611628436483443,-15.84,5.0,105,0.96,
148,hello_happy_world,ハイタッチ／＼びりーばーず☆,254.37,0.000881098851095885,0.0005336811300367117,0.0014419795479625463,0.000787608209066093,-19.73,5.0,128,1.2,
149,hello_happy_world,Listen to Smile!,,,,,,-18.79,5.0,,1.12,
150,hello_happy_world,スマイリーキャロル,247.07,0.0010752484668046236,0.0005117910914123058,0.0016073439037427306,0.0004180530086159706,-19.56,5.0,124,1.17,
151,hello_happy_world,えがお、み〜っけた！,,,,,,-22.96,5.0,,1.23,
152,hello_happy_world,上海ハニー (Cover),,,,,,-23.88,5.0,,0.76,
153,hello_happy_world,シル・ヴ・プレジデント (Cover),193.5,0.001047384925186634,0.000509285950101912,0.0015857502585276961,0.0007775778649374843,-20.15,5.0,97,0.83,
154,hello_happy_world,ヒャダインのじょーじょーゆーじょー (Cover),251.1,0.0007910317508503795,0.0004435586743056774,0.0012726059649139643,0.0004672716313507408,-20.45,5.0,126,1.22,
155,hello_happy_world,はいよろこんで (Cover),,,,,,-22.45,5.0,,0.93,
156,hello_happy_world,シカ色デイズ (Cover),,,,,,-22.68,5.0,,0.92,
157,hello_happy_world,強風オールバック (Cover),135.1,0.00043841017759405077,0.00021827510499861091,0.0007362122414633632,0.0002716297167353332,-25.04,5.0,68,0.7,
158,hello_happy_world,最高到達点 (Cover),226.67,0.0009581949561834335,0.00046783825382590294,0.0016412755940109491,0.001983087742701173,-21.61,5.0,114,1.1,
159,hello_happy_world,許婚っきゅん (Cover),177.47,0.0006192491855472326,0.00037042537587694824,0.0011737537570297718,0.0004132488975301385,-21.09,5.0,89,0.93,
160,hello_happy_world,新宝島 (Cover),251.2,0.0006177109898999333,0.00033426398294977844,0.0010176522191613913,0.00026556348893791437,-23.55,5.0,126,1.12,
161,hello_happy_world,ドレミファロンド (Cover),200.63,0.0008521876879967749,0.0003296263748779893,0.0012606090167537332,0.00036192359402775764,-23.38,5.0,101,0.95,
162,hello_happy_world,きゅうくらりん (Cover),214.83,0.0007801159517839551,0.00044846092350780964,0.0012285594129934907,0.0004624346911441535,-18.18,5.0,108,0.71,
163,hello_happy_world,ロメオ (Cover),,,,,,-23.62,5.0,,1.23,
164,hello_happy_world,エイリアンエイリアン (Cover),183.13,0.0008933423669077456,0.0004292626690585166,0.0014857655623927712,0.0004470354469958693,-22.89,5.0,92,0.74,
165,hello_happy_world,いーあるふぁんくらぶ (Cover),239.67,0.0007876427844166756,0.0004360556195024401,0.0014501886907964945,0.00042347132693976164,-22.51,5.0,120,0.98,
166,hello_happy_world,回レ！雪月花 (Cover),234.83,0.0009603903745301068,0.0005086011369712651,0.0018569913227111101,0.000551570497918874,-20.68,5.0,118,1.04,
167,hello_happy_world,恋愛裁判 (Cover),223.13,0.0007804587949067354,0.00036750160506926477,0.0011621222365647554,0.00032437001937069,-21.12,5.0,112,0.92,
168,hello_happy_world,TOMORROW (Cover),274.9,0.0006173987640067935,0.0003139508771710098,0.0011705977376550436,0.0003226296103093773,-19.46,5.0,138,1.13,
169,hello_happy_world,GO! GO! MANIAC (Cover),249.1,0.0007588183507323265,0.0004290146753191948,0.0011163700837641954,0.0002857443178072572,-18.45,5.0,125,1.08,
170,hello_happy_world,Dragon Night (Cover),228.73,0.0011087608290836215,0.0005082080606371164,0.0035863646771758795,0.001514839706942439,-27.95,5.0,115,0.98,
171,hello_happy_world,ようこそジャパリパークへ (Cover),,,,,,-19.55,5.0,,1.02,
172,hello_happy_world,ウィーアー！ (Cover),241.13,0.0006751678301952779,0.00033788010478019714,0.0011077856179326773,0.00042735482566058636,-19.91,5.0,121,1.18,
173,hello_happy_world,おジャ魔女カーニバル!! (Cover),217.37,0.000813730584923178,0.0003759359533432871,0.0016335378168150783,0.0005744902882725,-21.45,5.0,109,1.02,
174,hello_happy_world,ダーリンダンス (Cover),207.63,0.0007522383821196854,0.000436638540122658,0.001218700665049255,0.00033771415473893285,-19.03,5.0,104,0.93,
175,hello_happy_world,ノーポイッ！ (Cover),242.97,0.0007741220761090517,0.0004339823208283633,0.001156036974862218,0.0003111979167442769,-19.22,5.0,122,1.28,
176,hello_happy_world,SHINY DAYS (Cover),262.6,0.0007032575667835772,0.0003913727414328605,0.001253180904313922,0.00038797553861513734,-21.67,5.0,132,1.38,
177,hello_happy_world,シルエット (Cover),241.03,0.0007403918425552547,0.0004409107204992324,0.0011900695972144604,0.00036025221925228834,-18.32,5.0,121,1.5,
178,ikka_dumb_rock,ホーミー・タイッ！！,215.43,0.001415490871295333,0.0007058905903249979,0.0032435315661132336,0.008226879872381687,-16.76,5.0,108,1.41,
179,millsage,起死開戦,195.32,0.0008532500360161066,0.0004261833964847028,0.0013234794605523348,0.00038379267789423466,-17.11,5.0,98,1.28,
180,morfonica,Daylight -デイライト-,357.29,0.0007707548211328685,0.0004063645319547504,0.001511358772404492,0.018989330157637596,-17.39,5.0,179,2.35,
181,morfonica,メランコリックララバイ,,,,,,-18.62,5.0,,1.41,
182,morfonica,flame of hope,252.94,0.0007695318199694157,0.00041733807302080095,0.00137752341106534,0.00042599617154337466,-19.15,5.0,127,1.64,
183,morfonica,ブルームブルーム,276.9,0.000710400054231286,0.000423246092395857,0.0013974625617265701,0.000405328581109643,-18.16,5.0,139,1.81,
184,morfonica,カラフルリバティー,218.83,0.000700588570907712,0.0003366339660715312,0.0012672137236222625,0.000369897810742259,-19.64,5.0,110,1.4,
185,morfonica,fly with the night,240.67,0.0007642729324288666,0.0003991292032878846,0.0020399976056069136,0.0015625875676050782,-20.37,5.0,121,1.56,
186,morfonica,金色へのプレリュード,271.23,0.0007551783346571028,0.00034777249675244093,0.0014398547355085611,0.0005282997153699398,-19.73,5.0,136,1.77,
187,morfonica,The Circle Of Butterflies,258.77,0.001089510042220354,0.0005672420957125723,0.0022095555905252695,0.0012764740968123078,-19.5,5.0,130,1.69,
188,morfonica,ハーモニー・デイ,219.17,0.0007687416509725153,0.00038986708386801183,0.0015136318979784846,0.0004686900065280497,-20.52,5.0,110,1.35,
189,morfonica,Sweet Cheers!,224.33,0.0007698507979512215,0.000359812518581748,0.00127610529307276,0.00039685258525423706,-19.36,5.0,113,1.3,
190,morfonica,"寄る辺のSunny, Sunny",215.97,0.0008554070955142379,0.0003849255735985935,0.0014809357235208154,0.0004952978924848139,-19.01,5.0,108,1.02,
191,morfonica,誓いのWingbeat,255.0,0.0008363041561096907,0.0004373567644506693,0.0018326247809454799,0.0007800376624800265,-18.7,5.0,128,1.2,
192,morfonica,Ever Sky Blue,241.13,0.0011064269347116351,0.0005258282762952149,0.0022151865996420383,0.001163880922831595,-22.18,5.0,121,1.5,
