idx,tag,band,song,drum_tempo_bpm,n_candidates,rule,decision_ratio,octave_shift,selected_bpm,base_in_range
560,raise_a_suilen__560,raise_a_suilen,Just Awake (Cover),95.7,2,acf_up,0.889,0,95.7,True
561,raise_a_suilen__561,raise_a_suilen,Keep the Heat and Fire Yourself Up (Cover),152.0,1,unique,,0,152.0,True
562,raise_a_suilen__562,raise_a_suilen,ボッカデラベリタ (Cover),84.7,1,unique,,1,169.4,False
563,raise_a_suilen__563,raise_a_suilen,VORACITY (Cover),99.4,2,acf_up,0.795,0,99.4,True
564,raise_a_suilen__564,raise_a_suilen,神っぽいな (Cover),143.6,1,unique,,0,143.6,True
565,raise_a_suilen__565,raise_a_suilen,狂乱 Hey Kids!! (Cover),143.6,1,unique,,0,143.6,True
566,raise_a_suilen__566,raise_a_suilen,SAVIOR OF SONG (Cover),95.7,2,acf_up,0.848,0,95.7,True
567,raise_a_suilen__567,raise_a_suilen,恋しさとせつなさと心強さと (Cover),129.2,1,unique,,0,129.2,True
568,raise_a_suilen__568,raise_a_suilen,DEPARTURES (Cover),99.4,2,acf_up,1.018,1,198.8,True
569,raise_a_suilen__569,raise_a_suilen,CORE PRIDE (Cover),92.3,2,acf_up,0.778,0,92.3,True
570,roselia__570,roselia,Neo-Aspect,120.2,1,unique,,0,120.2,True
571,roselia__571,roselia,BLACK SHOUT,92.3,2,acf_up,0.898,0,92.3,True
572,roselia__572,roselia,Opera of the wasteland,136.0,1,unique,,0,136.0,True
573,roselia__573,roselia,陽だまりロードナイト,143.6,1,unique,,0,143.6,True
574,roselia__574,roselia,ONENESS,95.7,2,acf_up,0.979,1,191.4,True
575,roselia__575,roselia,Re:birth day,84.7,1,unique,,1,169.4,False
576,roselia__576,roselia,Legendary,143.6,1,unique,,0,143.6,True
577,roselia__577,roselia,- HEROIC ADVENT -,90.7,2,acf_up,0.92,0,90.7,True
578,roselia__578,roselia,Determination Symphony,95.7,2,acf_up,0.908,0,95.7,True
579,roselia__579,roselia,熱色スターマイン,94.0,2,acf_up,0.852,0,94.0,True
580,roselia__580,roselia,軌跡,84.7,1,unique,,1,169.4,False
581,roselia__581,roselia,LOUDER,97.5,2,acf_up,0.891,0,97.5,True
582,roselia__582,roselia,R,94.0,2,acf_up,0.876,0,94.0,True
583,roselia__583,roselia,BRAVE JEWEL,95.7,2,acf_up,0.906,0,95.7,True
584,roselia__584,roselia,FIRE BIRD,152.0,1,unique,,0,152.0,True
585,roselia__585,roselia,Safe and Sound,90.7,2,acf_up,0.896,0,90.7,True
586,roselia__586,roselia,Avant-garde HISTORY,76.0,1,unique,,1,152.0,False
587,roselia__587,roselia,Break your desire,103.4,2,acf_up,0.932,0,103.4,True
589,roselia__589,roselia,約束,123.0,1,unique,,0,123.0,True
590,roselia__590,roselia,"""UNIONS"" Road",136.0,1,unique,,0,136.0,True
591,roselia__591,roselia,Song I am.,95.7,2,acf_up,0.976,1,191.4,True
592,roselia__592,roselia,Sage der Rosen,79.5,1,unique,,1,159.0,False
593,roselia__593,roselia,覚悟のLiberation,92.3,2,acf_up,0.857,0,92.3,True
594,roselia__594,roselia,Keep Heart,99.4,2,acf_up,0.912,0,99.4,True
595,roselia__595,roselia,Original Call,172.3,2,acf_down,0.9501503611152824,0,172.3,True
596,roselia__596,roselia,Always recall.,123.0,1,unique,,0,123.0,True
597,roselia__597,roselia,Floral Haven,95.7,2,acf_up,0.898,0,95.7,True
598,roselia__598,roselia,Sprechchor,147.7,1,unique,,0,147.7,True
599,roselia__599,roselia,閃光,89.1,2,acf_up,0.769,0,89.1,True
600,roselia__600,roselia,THE HISTORIC...,87.6,2,acf_up,0.766,0,87.6,True
601,roselia__601,roselia,ROZEN HORIZON,161.5,1,unique,,0,161.5,True
602,roselia__602,roselia,廻廻奇譚,92.3,2,acf_up,0.775,0,92.3,True
603,roselia__603,roselia,鳥の詩,123.0,1,unique,,0,123.0,True
604,roselia__604,roselia,Synchrogazer,79.5,1,unique,,1,159.0,False
605,roselia__605,roselia,名前のない怪物,90.7,2,acf_up,0.903,0,90.7,True
606,roselia__606,roselia,Dazzle the Destiny,95.7,2,acf_up,0.967,1,191.4,True
607,roselia__607,roselia,Grateful Melting,120.2,1,unique,,0,120.2,True
608,roselia__608,roselia,Second to None,92.3,2,acf_up,0.85,0,92.3,True
609,roselia__609,roselia,Steadfast Spirits,95.7,2,acf_up,0.958,0,95.7,True
610,roselia__610,roselia,紫炎,95.7,2,acf_up,0.754,0,95.7,True
611,roselia__611,roselia,XV,95.7,2,acf_up,0.895,0,95.7,True
612,roselia__612,roselia,Blessing Chord,152.0,1,unique,,0,152.0,True
613,roselia__613,roselia,Fear Nothing,114.8,1,unique,,0,114.8,True
614,roselia__614,roselia,PASSIONATE ANTHEM,97.5,2,acf_up,0.833,0,97.5,True
615,roselia__615,roselia,Requiem for Fate,152.0,1,unique,,0,152.0,True
616,roselia__616,roselia,Sanctuary,120.2,1,unique,,0,120.2,True
617,roselia__617,roselia,Sunlit Musical,92.3,2,acf_up,0.72,0,92.3,True
618,roselia__618,roselia,Talk to My Tone,139.7,1,unique,,0,139.7,True
619,roselia__619,roselia,一逢のFull Glory,99.4,2,acf_up,0.815,0,99.4,True
620,roselia__620,roselia,礎の花冠,172.3,2,acf_down,0.9221151508484268,0,172.3,True
621,roselia__621,roselia,FRONTIER FANTASIA,89.1,2,acf_up,0.787,0,89.1,True
622,roselia__622,roselia,Dear Gleam,97.5,2,acf_up,0.861,0,97.5,True
623,roselia__623,roselia,Call the shots,94.0,2,acf_up,0.495,0,94.0,True
624,roselia__624,roselia,THRONE OF ROSE,161.5,1,unique,,0,161.5,True
625,roselia__625,roselia,VIOLET LINE,99.4,2,acf_up,1.008,1,198.8,True
626,roselia__626,roselia,Ringing Bloom,97.5,2,acf_up,0.904,0,97.5,True
627,roselia__627,roselia,ZEAL of proud,97.5,2,acf_up,0.947,0,97.5,True
628,roselia__628,roselia,Singing “OURS”,126.0,1,unique,,0,126.0,True
629,roselia__629,roselia,競宴Red×Violet,147.7,1,unique,,0,147.7,True
630,roselia__630,roselia,overtuRe,95.7,2,acf_up,0.883,0,95.7,True
631,roselia__631,roselia,Proud of oneself,95.7,2,acf_up,0.975,1,191.4,True
632,roselia__632,roselia,Sing Alive,97.5,2,acf_up,0.786,0,97.5,True
633,roselia__633,roselia,Swear ～Night & Day～,112.3,1,unique,,0,112.3,True
634,roselia__634,roselia,Reweave (Cover),92.3,2,acf_up,0.999,1,184.6,True
635,roselia__635,roselia,ヒバナ -Reloaded- (Cover),99.4,2,acf_up,0.941,0,99.4,True
636,roselia__636,roselia,ファタール (Cover),156.6,1,unique,,0,156.6,True
637,roselia__637,roselia,HONEY (Cover),90.7,2,acf_up,0.901,0,90.7,True
638,roselia__638,roselia,悪魔の子 (Cover),178.2,2,acf_down,0.8685532913072093,0,178.2,True
639,roselia__639,roselia,slash (Cover),143.6,1,unique,,0,143.6,True
640,roselia__640,roselia,右肩の蝶 (Cover),139.7,1,unique,,0,139.7,True
641,roselia__641,roselia,乙女解剖 (Cover),67.1,1,unique,,1,134.2,False
642,roselia__642,roselia,六兆年と一夜物語 (Cover),92.3,2,acf_up,0.956,0,92.3,True
643,roselia__643,roselia,残酷な天使のテーゼ (Cover),139.7,1,unique,,0,139.7,True
644,roselia__644,roselia,海色 (Cover),97.5,2,acf_up,0.881,0,97.5,True
645,roselia__645,roselia,ETERNAL BLAZE (Cover),156.6,1,unique,,0,156.6,True
646,roselia__646,roselia,魂のルフラン (Cover),129.2,1,unique,,0,129.2,True
647,roselia__647,roselia,This game (Cover),147.7,1,unique,,0,147.7,True
648,roselia__648,roselia,スカイクラッドの観測者 (Cover),83.4,1,unique,,1,166.8,False
649,roselia__649,roselia,シャルル (Cover),72.8,1,unique,,1,145.6,False
650,roselia__650,roselia,新時代 (Cover),87.6,2,acf_up,0.714,0,87.6,True
651,roselia__651,roselia,革命デュアリズム (Cover),103.4,2,acf_up,0.865,0,103.4,True
652,roselia__652,roselia,Red fraction (Cover),143.6,1,unique,,0,143.6,True
653,roselia__653,roselia,深愛 (Cover),139.7,1,unique,,0,139.7,True
654,roselia__654,roselia,Paradisus‐Paradoxum (Cover),101.3,2,acf_up,0.914,0,101.3,True
655,roselia__655,roselia,Realize (Cover),103.4,2,acf_up,0.745,0,103.4,True
656,roselia__656,roselia,Preserved Roses (Cover),83.4,1,unique,,1,166.8,False
657,roselia__657,roselia,My Dearest (Cover),166.7,1,unique,,0,166.7,True
658,roselia__658,roselia,Shangri-La (Cover),156.6,1,unique,,0,156.6,True
659,roselia__659,roselia,KING (Cover),83.4,1,unique,,1,166.8,False
660,mygo__660,mygo,素寄曲,117.5,1,unique,,0,117.5,True
661,mygo__661,mygo,羅永線,95.7,2,acf_up,0.995,1,191.4,True
662,mygo__662,mygo,騒混出,90.7,2,acf_up,0.885,0,90.7,True
